,id,title,bullets,tags,price,area,rooms,page,state
0,selObject_44988766,NEU Kleine 3-Raum-Wohnung in Striesen!,"['Etagenwohnung', '•', 'Dresden', 'Striesen-West']","['NEU', 'NEU', 'Balkon']",Miete zzgl. NK 510 €,Wohnfläche ca. 67 m²,Zi. 3,37,14
1,selObject_44988755,NEU Schickes Nest mit Stellplatz + Parkett + Fußbodenheizu...,"['Erdgeschosswohnung', '•', 'Leipzig', 'Wahren']","['NEU', 'NEU', 'Balkon']",Miete zzgl. NK 575 €,Wohnfläche ca. 64 m²,Zi. 2,37,14
2,selObject_44988751,NEU Jetzt aber! * dunkles Parkett * Fußbodenheizung * toll...,"['Etagenwohnung', '•', 'Leipzig', 'Neustadt-Neuschönefeld']","['NEU', 'NEU', 'Balkon']",Miete zzgl. NK 680 €,Wohnfläche ca. 80 m²,Zi. 3,37,14
3,selObject_44988738,NEU NEU: Leben in den Seidnitzer Gärten - Hochwertige Denk...,"['Etagenwohnung', '•', 'Dresden', 'Tolkewitz/Seidnitz-Nord']","['NEU', 'NEU', 'Balkon', 'Garten', 'EBK']",Miete zzgl. NK 475 €,Wohnfläche ca. 59 m²,Zi. 2,37,14
4,selObject_44988737,NEU Exklusive Maisonette-Wohnung in historischem Ambiente!...,"['Maisonette', '•', 'Leipzig', 'Volkmarsdorf']","['NEU', 'NEU', 'Balkon']",Miete zzgl. NK 743 €,Wohnfläche ca. 82 m²,Zi. 3,37,14
5,selObject_44988712,"NEU Neue Wohnung, neues Glück! Top 2-Raumwohnung mit neuer...","['Erdgeschosswohnung', '•', 'Dresden', 'Pieschen-Nord/Trachenberge']","['NEU', 'NEU', 'EBK']",Miete zzgl. NK 549 €,Wohnfläche ca. 50 m²,Zi. 2,37,14
6,selObject_44988690,NEU Seniorenwohnungen mit betreutem Wohnen - barrierefrei...,"['Wohnung', '•', 'Groitzsch', 'Groitzsch']","['NEU', 'NEU', 'Balkon', 'EBK']",Miete zzgl. NK 550 €,Wohnfläche ca. 60 m²,Zi. 2,37,14
7,selObject_44988647,"NEU Modern, Dynamisch, Urban! Praktische 1-Raumwohnung mit...","['Dachgeschosswohnung', '•', 'Dresden', 'Pieschen-Nord/Trachenberge']","['NEU', 'NEU']",Miete zzgl. NK 299 €,Wohnfläche ca. 27 m²,Zi. 1,37,14
8,selObject_44988642,NEU Wohntraum im sanierten Gründerzeitgebäude! // Familien...,"['Etagenwohnung', '•', 'Leipzig', 'Volkmarsdorf']","['NEU', 'NEU', 'Balkon']",Miete zzgl. NK 816 €,Wohnfläche ca. 84 m²,Zi. 3,37,14
9,selObject_44988627,NEU Moderne Neubauwohnung mit 4 Zimmern mit Dachterrasse,"['Dachgeschosswohnung', '•', 'Radebeul']","['NEU', 'NEU']",Miete zzgl. NK 1.215 €,Wohnfläche ca. 106 m²,Zi. 4,37,14
