,id,title,bullets,tags,price,area,rooms,page,state
0,selObject_43880414,Apartment Nähe TU,"['Apartment', '•', 'Ilmenau', 'Ilmenau']",[],Miete zzgl. NK 230 €,Wohnfläche ca. 22 m²,Zi. 1,77,16
1,selObject_43880262,Studentenwohnung,"['Kein', 'Bild']",[],Miete zzgl. NK 270 €,Wohnfläche ca. 45 m²,Zi. 2,77,16
2,selObject_43879633,Barrierefreie 2 Zi-Wohnung mit Personenaufzug und Balk...,"['Etagenwohnung', '•', 'Mühlhausen', 'Mühlhausen']","['Balkon', 'Garten']",Miete zzgl. NK 381 €,Wohnfläche ca. 54 m²,Zi. 2,77,16
3,selObject_43864963,Außergewöhnliche Wohnung für außergewöhnliche Mieter,"['Dachgeschosswohnung', '•', 'Gera', 'Innenstadt']","['Balkon', 'EBK']",Miete zzgl. NK 1.350 €,Wohnfläche ca. 180 m²,Zi. 7,77,16
4,selObject_43863058,"1-Raum- Wohnung mit Einbauküche, Balkon und Stellplatz...","['Etagenwohnung', '•', 'Meuselwitz', 'Meuselwitz']","['Balkon', 'EBK']",Miete zzgl. NK 220 €,Wohnfläche ca. 40 m²,Zi. 1,77,16
5,selObject_43861647,Große Zwei-Raumwohnung in Debschwitz,"['Etagenwohnung', '•', 'Gera', 'Debschwitz']",['Balkon'],Miete zzgl. NK 320 €,Wohnfläche ca. 59 m²,Zi. 2,77,16
6,selObject_43861537,"Attraktive 2,5-Raumwohnung sucht liebevolle Mieter","['Erdgeschosswohnung', '•', 'Nordhausen', 'Nordhausen']",[],Miete zzgl. NK 735 €,Wohnfläche ca. 98 m²,"Zi. 2,5",77,16
7,selObject_43861499,Exklusive Penthousewohnung mit Blick in den Goethepark,"['Dachgeschosswohnung', '•', 'Weimar', 'Südstadt']",['EBK'],Miete zzgl. NK 2.490 €,Wohnfläche ca. 183 m²,Zi. 5,77,16
8,selObject_43859053,zentral gelegene 2-Zimmer-Wohnung,"['Wohnung', '•', 'Gotha', 'Gotha']",[],Miete zzgl. NK 270 €,Wohnfläche ca. 49 m²,Zi. 2,77,16
9,selObject_43858974,zentrumsnahe 3-Zimmer-Wohnung mit EBK,"['Wohnung', '•', 'Eisenach', 'Eisenach']",['EBK'],Miete zzgl. NK 580 €,Wohnfläche ca. 96 m²,Zi. 3,77,16
10,selObject_43854179,***IKEA-GUTSCHEIN geschenkt*** - Schöne und helle 3-Zi...,"['Erdgeschosswohnung', '•', 'Hundhaupten', 'Hundhaupten']",[],"Miete zzgl. NK 467,50 €",Wohnfläche ca. 85 m²,Zi. 3,77,16
11,selObject_43854153,***IKEA-GUTSCHEIN geschenkt*** - Helle und charmante...,"['Apartment', '•', 'Weida']",[],Miete zzgl. NK 385 €,Wohnfläche ca. 77 m²,Zi. 2,77,16
12,selObject_43854152,Schöne Single-Wohnung!,"['Etagenwohnung', '•', 'Gera', 'Lusan']",['Balkon'],"Miete zzgl. NK 204,16 €",Wohnfläche ca. 35 m²,Zi. 1,77,16
13,selObject_43854102,***IKEA-GUTSCHEIN geschenkt*** - Schöne 1-Zimmer Wohn...,"['Erdgeschosswohnung', '•', 'Gera', 'Ostviertel']",['Balkon'],Miete zzgl. NK 160 €,Wohnfläche ca. 33 m²,Zi. 1,77,16
14,selObject_43854101,***IKEA-GUTSCHEIN geschenkt*** - Ihr neues Zuhause:...,"['Dachgeschosswohnung', '•', 'Gera', 'Innenstadt']",[],Miete zzgl. NK 400 €,Wohnfläche ca. 83 m²,Zi. 3,77,16
15,selObject_43852615,sonnige helle 2- Zimmerwohnung mit Balkon,"['Etagenwohnung', '•', 'Gera', 'Ostviertel']",['Balkon'],Miete zzgl. NK 330 €,Wohnfläche ca. 63 m²,Zi. 2,77,16
16,selObject_43852603,schicke helle 2- Zimmer Wohnung im Ostviertel mit Balk...,"['Etagenwohnung', '•', 'Gera', 'Bieblach']",['Balkon'],Miete zzgl. NK 310 €,Wohnfläche ca. 62 m²,Zi. 2,77,16
17,selObject_43851905,Wohnung in Unterwellenborn,"['Dachgeschosswohnung', '•', 'Unterwellenborn', 'Goßwitz']",[],Miete zzgl. NK 205 €,Wohnfläche ca. 38 m²,Zi. 1,77,16
18,selObject_43851856,**sanierte 4-Raum-Wohnung im Grünen**,"['Etagenwohnung', '•', 'Eckolstädt']",['EBK'],Miete zzgl. NK 485 €,Wohnfläche ca. 97 m²,Zi. 4,77,16
19,selObject_43851463,"** schöne, renovierte 2-Raum-Wohnung im Erdgeschoss**","['Etagenwohnung', '•', 'Eckolstädt']",[],Miete zzgl. NK 260 €,Wohnfläche ca. 52 m²,Zi. 2,77,16
20,selObject_43851427,"** schöne, renovierte 3-Raum-Wohnung im Grünen**","['Etagenwohnung', '•', 'Eckolstädt']",[],Miete zzgl. NK 300 €,Wohnfläche ca. 60 m²,Zi. 3,77,16
21,selObject_43851332,**renovierte 3-Raum-Wohnung im Grünen mit Einbauküche*...,"['Etagenwohnung', '•', 'Eckolstädt']",['EBK'],Miete zzgl. NK 300 €,Wohnfläche ca. 60 m²,Zi. 3,77,16
22,selObject_43851322,**TOP RENOVIERT**familienfreundliche 3-Raum-Wohnung im...,"['Etagenwohnung', '•', 'Eckolstädt']",['EBK'],Miete zzgl. NK 300 €,Wohnfläche ca. 60 m²,Zi. 3,77,16
23,selObject_43850856,Wohnen im Standtzentrum,"['Wohnung', '•', 'Gotha', 'Gotha']",[],Miete zzgl. NK 450 €,Wohnfläche ca. 90 m²,Zi. 3,77,16
24,selObject_43850455,3-Raum Wohnung in Sonneberg (zentrumsnah),"['Dachgeschosswohnung', '•', 'Sonneberg', 'Sonneberg']",['Garten'],Miete zzgl. NK 495 €,Wohnfläche ca. 84 m²,Zi. 3,77,16
25,selObject_43841722,Helle 2-Raum-Wohnung im Zentrum von Apolda,"['Etagenwohnung', '•', 'Apolda', 'Apolda']",[],Miete zzgl. NK 500 €,Wohnfläche ca. 82 m²,Zi. 2,77,16
26,selObject_43839814,Wohnen in Zentrumsnähe mit Balkon,"['Dachgeschosswohnung', '•', 'Sonneberg', 'Sonneberg']",['Balkon'],Miete zzgl. NK 375 €,Wohnfläche ca. 69 m²,Zi. 3,77,16
