,id,title,bullets,tags,price,area,rooms
0,selObject_44989398,"NEU Neu renoviertes 1,5-Zi-Appartement in München-Westkreu...","['Kein', 'Bild']","['NEU', 'NEU', 'Balkon', 'EBK']",Miete zzgl. NK 790 €,Wohnfläche ca. 34 m²,"Zi. 1,5"
1,selObject_44909041,Westpark Tower - Gepflegte 1-ZKB Whg. mit Balkon und...,"['Wohnung', '•', 'München', 'Laim']",['Balkon'],Miete zzgl. NK 792 €,Wohnfläche ca. 37 m²,Zi. 1
2,selObject_43988641,Möbliert: Nur für Studenten und Doktoranden,"['Wohnung', '•', 'München', 'Ludwigsvorstadt-Isarvorstadt']",['Balkon'],Miete zzgl. NK 792 €,Wohnfläche ca. 26 m²,Zi. 1
3,selObject_44972509,NEU Möbliert: Möbliertes Apartment in Toplage,"['Wohnung', '•', 'München', 'Maxvorstadt']","['NEU', 'NEU']",Miete zzgl. NK 792 €,Wohnfläche ca. 21 m²,Zi. 1
4,selObject_44943095,Möbliert: Zentrale Lage und dennoch sehr ruhig gelegen,"['Wohnung', '•', 'München', 'Ludwigsvorstadt-Isarvorstadt']",[],Miete zzgl. NK 792 €,Wohnfläche ca. 24 m²,Zi. 1
5,selObject_45002136,"NEU Rotkreuzplatz! Appartement möbliert inkl. Einbauküche,...","['Apartment', '•', 'München', 'Neuhausen-Nymphenburg']","['NEU', 'NEU', 'Balkon', 'Garten', 'EBK']",Miete zzgl. NK 795 €,Wohnfläche ca. 31 m²,Zi. 1
6,selObject_45005710,NEU 1-Zimmer-Wohnung mit Gartennutzung München,"['Apartment', '•', 'München', 'Berg', 'am', 'Laim']","['NEU', 'NEU', 'Garten', 'EBK']",Miete zzgl. NK 795 €,Wohnfläche ca. 46 m²,Zi. 1
7,selObject_44823995,Home Essential S | 30m² 1-Zimmer Wohnung in München,"['Etagenwohnung', '•', 'München', 'Au-Haidhausen']","['Balkon', 'EBK']",Miete zzgl. NK 799 €,Wohnfläche ca. 30 m²,Zi. 1
8,selObject_44696394,Samstag Besichtigung! Exklusiv möbliertes Apartment in...,"['Etagenwohnung', '•', 'München', 'Laim']",['EBK'],Miete zzgl. NK 800 €,Wohnfläche ca. 26 m²,Zi. 1
9,selObject_44846419,Solln - 1-2 Personen für Appartement mit West-Balkon...,"['Etagenwohnung', '•', 'München', 'Thalk.Obersendl.-Forsten-Fürstenr.-Solln']","['Balkon', 'Garten', 'EBK']",Miete zzgl. NK 800 €,Wohnfläche ca. 36 m²,Zi. 1
10,selObject_44414075,1.-Zimmer-Apartment. im Münchener Norden zum 01.08.202...,"['Apartment', '•', 'München', 'Milbertshofen-Am', 'Hart']",['Balkon'],Miete zzgl. NK 800 €,Wohnfläche ca. 34 m²,Zi. 1
