,id,title,bullets,tags,price,area,rooms
0,selObject_45016764,NEU MÖBLIERTER WOHNTRAUM MIT ZWEI BALKONEN IN SOLLN,"['Dachgeschosswohnung', '•', 'München', 'Thalk.Obersendl.-Forsten-Fürstenr.-Solln']","['NEU', 'NEU', 'Balkon']",Miete zzgl. NK 1.200 €,Wohnfläche ca. 62 m²,Zi. 2
1,selObject_45019820,"NEU Möbliert: Bestlage Schwabing, 2-Zimmer-Wohnung möblier...","['Wohnung', '•', 'München', 'Schwabing-Freimann']","['NEU', 'NEU']",Miete zzgl. NK 1.200 €,Wohnfläche ca. 42 m²,Zi. 2
2,selObject_45019805,NEU Möbliert: Premium Apartment mit Concierge-Service,"['Wohnung', '•', 'München', 'Bogenhausen']","['NEU', 'NEU', 'Balkon']",Miete zzgl. NK 1.200 €,Wohnfläche ca. 31 m²,Zi. 1
3,selObject_44862988,Großzügiges Studioapartment mit vielen Extras,"['Dachgeschosswohnung', '•', 'München']",['EBK'],"Miete zzgl. NK 1.203,72 €",Wohnfläche ca. 38 m²,Zi. 1
4,selObject_43973054,Attraktive 2 Zimmer Wohnung am Hirschgarten,"['Etagenwohnung', '•', 'München', 'Neuhausen-Nymphenburg']",[],"Miete zzgl. NK 1.206,55 €",Wohnfläche ca. 83 m²,Zi. 2
5,selObject_44951690,Möbliert- Free Wifi - Top Ausstattung,"['Wohnung', '•', 'München', 'Au-Haidhausen']",['EBK'],Miete inkl. NK 1.220 €,Wohnfläche ca. 44 m²,Zi. 2
6,selObject_44987415,NEU Schwabing - Gemütliches Ambiente mit ruhigem Innenhofb...,"['Etagenwohnung', '•', 'München', 'Schwabing-West']","['NEU', 'NEU', 'Balkon', 'EBK']",Miete zzgl. NK 1.220 €,Wohnfläche ca. 51 m²,Zi. 2
7,selObject_44765271,Pasing - Renoviertes und helles Wohnflair mit ruhiger...,"['Etagenwohnung', '•', 'München', 'Pasing-Obermenzing']",['Balkon'],Miete zzgl. NK 1.220 €,Wohnfläche ca. 83 m²,Zi. 3
8,selObject_44912282,Möbliert: Dachgeschosswohnung in Pasing,"['Wohnung', '•', 'München', 'Pasing-Obermenzing']",['Garten'],Miete zzgl. NK 1.224 €,Wohnfläche ca. 52 m²,Zi. 2
9,selObject_44908010,Dachterrasse und Einbauküche | Neubau 1 Zi. Wohnung im...,"['Etagenwohnung', '•', 'München', 'Sendling-Westpark']","['Balkon', 'EBK']",Miete zzgl. NK 1.230 €,Wohnfläche ca. 47 m²,Zi. 1
10,selObject_44976047,NEU Sanierte 2-Zimmer in Bestlage von Nymphenburg,"['Etagenwohnung', '•', 'München', 'Neuhausen-Nymphenburg']","['NEU', 'NEU', 'EBK']",Miete zzgl. NK 1.230 €,Wohnfläche ca. 55 m²,Zi. 2
11,selObject_41256581,HEGERICH: Erstbezug mit traumhaftem Blick über München,"['Etagenwohnung', '•', 'München', 'Bogenhausen']",['EBK'],Miete zzgl. NK 1.238 €,Wohnfläche ca. 75 m²,Zi. 2
12,selObject_44940895,Sendlinger Berg / 2 Zi Whg / S-Blk. / 1.OG / Aufzug /...,"['Etagenwohnung', '•', 'München', 'Sendling']",[],Miete zzgl. NK 1.240 €,Wohnfläche ca. 76 m²,Zi. 2
