,id,title,bullets,tags,price,area,rooms
0,selObject_45011750,NEU Große 4-Zimmer Dachgeschosswohnung zu vermieten,"['Etagenwohnung', '•', 'München', 'Ramersdorf-Perlach']","['NEU', 'NEU', 'Balkon']",Miete zzgl. NK 1.532 €,Wohnfläche ca. 106 m²,Zi. 4
1,selObject_44782213,"Bezugsfrei: Attraktive 3-Zi. ETW, ca. 79m² Wfl. mit...","['Etagenwohnung', '•', 'München', 'Aubing-Lochhausen-Langwied']",['Balkon'],Miete zzgl. NK 1.540 €,Wohnfläche ca. 79 m²,Zi. 3
2,selObject_45005936,NEU Möblierte 3 Zi-EG-Wohnung mit Terrasse und Einzel-TG...,"['Kein', 'Bild']","['NEU', 'NEU', 'Garten', 'EBK']",Miete zzgl. NK 1.540 €,Wohnfläche ca. 76 m²,Zi. 3
3,selObject_44891534,"ELVIRA! Großhadern/ Hadern, ruhige Lage - Naturnah,...","['Etagenwohnung', '•', 'München', 'Hadern']",['Balkon'],"Miete zzgl. NK 1.540,71 €",Wohnfläche ca. 91 m²,Zi. 4
4,selObject_44253846,3-Zi.-Lifestyle: Südwest-Loggia zum grünen Innenhof!,"['Etagenwohnung', '•', 'München', 'Aubing-Lochhausen-Langwied']",['EBK'],Miete zzgl. NK 1.545 €,Wohnfläche ca. 86 m²,Zi. 3
5,selObject_44911550,3-Zimmer sanierter Altbau mit Parkett und hohen Decken,"['Wohnung', '•', 'München', 'Au-Haidhausen']","['Balkon', 'Garten', 'EBK']",Miete zzgl. NK 1.550 €,Wohnfläche ca. 90 m²,Zi. 3
6,selObject_44908015,Neubau - modern gestaltete 2-Zimmer Wohnung im Münchne...,"['Kein', 'Bild']","['Balkon', 'EBK']",Miete zzgl. NK 1.550 €,Wohnfläche ca. 63 m²,Zi. 2
7,selObject_44187412,3-Zimmer-Panorama: Mit 2 Loggien zum Träumen,"['Etagenwohnung', '•', 'München', 'Aubing-Lochhausen-Langwied']",['EBK'],Miete zzgl. NK 1.550 €,Wohnfläche ca. 86 m²,Zi. 3
8,selObject_44872923,"Wohnung mit Garten, Fußbodenheizung, Hobbyraum und...","['Wohnung', '•', 'München', 'Thalk.Obersendl.-Forsten-Fürstenr.-Solln']","['Garten', 'EBK']",Miete zzgl. NK 1.550 €,Wohnfläche ca. 86 m²,Zi. 3
9,selObject_45016600,NEU DIREKT AM NOCKHERBERG - TOP LAGE IM NEUBAU,"['Erdgeschosswohnung', '•', 'München', 'Au-Haidhausen']","['NEU', 'NEU', 'Balkon']",Miete zzgl. NK 1.550 €,Wohnfläche ca. 53 m²,Zi. 2
10,selObject_44921047,"Möbliert: Zentral gelegen, mit Blick in den ruhigen...","['Wohnung', '•', 'München', 'Ludwigsvorstadt-Isarvorstadt']",['Balkon'],Miete zzgl. NK 1.560 €,Wohnfläche ca. 55 m²,Zi. 2
11,selObject_44954914,Sonnige Galerie-Wohnung mit Terrasse zum Erstbezug,"['Dachgeschosswohnung', '•', 'München', 'Pasing-Obermenzing']","['Balkon', 'EBK']",Miete zzgl. NK 1.560 €,Wohnfläche ca. 74 m²,Zi. 2
12,selObject_44912300,Möbliert: SmartLiving | Neues Serviced Apartment,"['Wohnung', '•', 'München', 'Trudering-Riem']",[],Miete zzgl. NK 1.560 €,Wohnfläche ca. 30 m²,Zi. 1
13,selObject_44296075,"ELVIRA! Neuaubing, neuwertige, barrierefreie 3-Zimmer...","['Erdgeschosswohnung', '•', 'München', 'Aubing-Lochhausen-Langwied']","['Balkon', 'EBK']",Miete zzgl. NK 1.560 €,Wohnfläche ca. 80 m²,Zi. 3
14,selObject_44330106,Möbliert: Schöne möblierte Gartenwohnung in München...,"['Wohnung', '•', 'München', 'Schwanthalerhöhe']",['Garten'],Miete zzgl. NK 1.560 €,Wohnfläche ca. 68 m²,"Zi. 2,5"
15,selObject_44907563,"Wohlfühloase auf 92 qm, mit großem Balkon, EBK","['Etagenwohnung', '•', 'München', 'Ramersdorf-Perlach']","['Balkon', 'EBK']","Miete zzgl. NK 1.561,18 €",Wohnfläche ca. 92 m²,Zi. 3
16,selObject_44972168,NEU ROGERS: Neuwertige Wohnung in Ludwigsvorstadt,"['Wohnung', '•', 'München', 'Ludwigsvorstadt-Isarvorstadt']","['NEU', 'NEU', 'Balkon', 'EBK']","Miete zzgl. NK 1.563,83 €",Wohnfläche ca. 79 m²,Zi. 3
17,selObject_44782211,"Bezugsfrei: Attraktive 3-Zi. ETW, ca. 82m² Wfl. mit...","['Etagenwohnung', '•', 'München', 'Aubing-Lochhausen-Langwied']",['Balkon'],Miete zzgl. NK 1.565 €,Wohnfläche ca. 82 m²,Zi. 3
