,id,title,bullets,tags,price,area,rooms
0,selObject_44811229,"YOUNIQ Apartments in München! Möbliert, All-In Miete!...","['Etagenwohnung', '•', 'München', 'Thalk.Obersendl.-Forsten-Fürstenr.-Solln']","['Balkon', 'EBK']","Miete zzgl. NK 701,16 €",Wohnfläche ca. 18 m²,Zi. 1
1,selObject_43053935,"Möbliert: Helles modernes Apartment, ruhig gelegen","['Wohnung', '•', 'München', 'Ludwigsvorstadt-Isarvorstadt']",[],Miete zzgl. NK 704 €,Wohnfläche ca. 23 m²,Zi. 1
2,selObject_44099502,Studieren und leben in Sendling,"['Etagenwohnung', '•', 'München', 'Thalk.Obersendl.-Forsten-Fürstenr.-Solln']",[],"Miete inkl. NK 709,43 €",Wohnfläche ca. 23 m²,Zi. 1
3,selObject_44967106,NEU Moderne 1-Zimmer Wohnung in Schwabing,"['Wohnung', '•', 'München', 'Schwabing-Freimann']","['NEU', 'NEU', 'Garten', 'EBK']",Miete zzgl. NK 710 €,Wohnfläche ca. 32 m²,Zi. 1
4,selObject_45004678,"NEU Klein und Fein und Mein, 1 Zimmer, Balkon, EBK","['Apartment', '•', 'München', 'Aubing-Lochhausen-Langwied']","['NEU', 'NEU', 'Balkon', 'EBK']",Miete zzgl. NK 710 €,Wohnfläche ca. 42 m²,Zi. 1
5,selObject_44912293,"Möbliert: Apartment, Nähe U-Bahn U2/U7 Untersbergstras...","['Wohnung', '•', 'München', 'Obergiesing']",[],Miete zzgl. NK 712 €,Wohnfläche ca. 25 m²,Zi. 1
6,selObject_44619116,RE/MAX - Pasing helles und freundliches 1 Zimmerappart...,"['Etagenwohnung', '•', 'München', 'Pasing-Obermenzing']",['EBK'],Miete zzgl. NK 720 €,Wohnfläche ca. 36 m²,Zi. 1
7,selObject_44811112,YOUNIQ Apartments in München! Möbliert wohnen zur All-...,"['Etagenwohnung', '•', 'München', 'Thalk.Obersendl.-Forsten-Fürstenr.-Solln']","['Balkon', 'EBK']","Miete zzgl. NK 721,74 €",Wohnfläche ca. 18 m²,Zi. 1
8,selObject_43809454,"ELVIRA! Großhadern/ Hadern, ruhige Lage - Naturnah,...","['Etagenwohnung', '•', 'München', 'Hadern']","['Balkon', 'EBK']","Miete zzgl. NK 723,73 €",Wohnfläche ca. 40 m²,Zi. 1
9,selObject_45014132,"NEU Fürstenried West - 1 Zi.-Whg. mit Balkon, Einbauküche...","['Kein', 'Bild']","['NEU', 'NEU', 'Balkon', 'EBK']",Miete zzgl. NK 725 €,Wohnfläche ca. 39 m²,Zi. 1
10,selObject_44972124,NEU Schöne Einzimmerwohnung in der Maxvorstadt/Schellingst...,"['Wohnung', '•', 'München', 'Maxvorstadt']","['NEU', 'NEU']",Miete zzgl. NK 730 €,Wohnfläche ca. 40 m²,Zi. 1
11,selObject_44975786,"NEU SMUC Bald einziehen! Kleines, feines Apartment in eleg...","['Etagenwohnung', '•', 'München', 'Schwabing-West']","['NEU', 'NEU', 'Balkon', 'EBK']",Miete zzgl. NK 730 €,Wohnfläche ca. 23 m²,Zi. 1
12,selObject_45008484,NEU Möbliertes Appartement München-Johanneskirchen mit...,"['Apartment', '•', 'München', 'Bogenhausen']","['NEU', 'NEU', 'Balkon', 'EBK']",Miete zzgl. NK 730 €,Wohnfläche ca. 33 m²,Zi. 1
13,selObject_43197910,Möbliertes Apartment in ruhiger zentraler Lage - Early...,"['Apartment', '•', 'München', 'Thalk.Obersendl.-Forsten-Fürstenr.-Solln']",['EBK'],Miete zzgl. NK 739 €,Wohnfläche ca. 24 m²,Zi. 1
14,selObject_44997011,NEU Möbliertes Studio-Appartement in der Maxvorstadt /...,"['Apartment', '•', 'München', 'Maxvorstadt']","['NEU', 'NEU', 'Garten', 'EBK']",Miete zzgl. NK 740 €,Wohnfläche ca. 24 m²,Zi. 1
15,selObject_44856782,1 Zi. Whg. München - Haidhausen,"['Kein', 'Bild']",[],Miete zzgl. NK 740 €,Wohnfläche ca. 40 m²,
16,selObject_45014578,"NEU Großzügiges 1-Zi.-App. mit Parkett, EBK, Lift + Blick...","['Apartment', '•', 'München', 'Thalk.Obersendl.-Forsten-Fürstenr.-Solln']","['NEU', 'NEU', 'EBK']",Miete zzgl. NK 740 €,Wohnfläche ca. 43 m²,Zi. 1
