,id,title,bullets,tags,price,area,rooms
0,selObject_44955146,ERDGESCHOSSWOHNUNG SUCHT NETTEN MIETER/IN,"['25,33', 'km', '•', 'Etagenwohnung', '•', 'Puchheim', 'Puchheim']",[],Miete zzgl. NK 675 €,Wohnfläche ca. 56 m²,Zi. 2
1,selObject_44978780,NEU Wohnen in der Erdinger Region,"['25,55', 'km', '•', 'Wohnung', '•', 'Oberding', 'Oberding']","['NEU', 'NEU', 'Garten']",Miete zzgl. NK 1.330 €,Wohnfläche ca. 98 m²,Zi. 2
2,selObject_45002948,NEU Ankommen-auspacken-wohlfühlen Puchheim - Erstbezug...,"['25,59', 'km', '•', 'Wohnung', '•', 'Puchheim', 'Puchheim', 'Bahnhof']","['NEU', 'NEU', 'Balkon', 'Garten', 'EBK']",Miete zzgl. NK 2.380 €,Wohnfläche ca. 150 m²,Zi. 7
3,selObject_44910640,Neubau-Erstbezug: Mehrere großzügige Wohnungen in ruhi...,"['25,81', 'km', '•', 'Wohnung', '•', 'Erding', 'Erding']",['Garten'],Miete zzgl. NK 1.300 €,Wohnfläche ca. 93 m²,Zi. 3
4,selObject_44848527,Helle und großzügige Dachgeschosswohnung in ruhiger...,"['26,04', 'km', '•', 'Dachgeschosswohnung', '•', 'Holzkirchen', 'Holzkirchen']",['EBK'],Miete zzgl. NK 820 €,Wohnfläche ca. 63 m²,Zi. 1
5,selObject_44974391,"NEU Traumhafte, moderne 3-Zimmer-Wohnung im ausgebauten...","['26,1', 'km', '•', 'Dachgeschosswohnung', '•', 'Erding', 'Klettham']","['NEU', 'NEU']",Miete zzgl. NK 1.250 €,Wohnfläche ca. 92 m²,Zi. 3
6,selObject_44910958,"Sehr geräumiges, ruhiges Appartement mit separater...","['26,14', 'km', '•', 'Dachgeschosswohnung', '•', 'Steinhöring', 'Steinhöring']","['Balkon', 'Garten', 'EBK']",Miete zzgl. NK 650 €,Wohnfläche ca. 55 m²,Zi. 1
7,selObject_44312440,5-Zimmerwohnung mit Terrasse,"['26,19', 'km', '•', 'Wohnung', '•', 'Erding', 'Erding']","['Balkon', 'EBK']",Miete zzgl. NK 1.900 €,Wohnfläche ca. 200 m²,Zi. 5
8,selObject_44847457,"** traumhafte 3,5-Zi.-Galerie-Whg. mit Dachterrasse im...","['26,38', 'km', '•', 'Dachgeschosswohnung', '•', 'Erding', 'Erding']",[],Miete zzgl. NK 1.490 €,Wohnfläche ca. 150 m²,"Zi. 3,5"
9,selObject_44923761,"10 Min in Erding - 2 Zi BLK, neues Bad ++Robert Decker...","['26,5', 'km', '•', 'Etagenwohnung', '•', 'Walpertskirchen']",['Balkon'],Miete zzgl. NK 570 €,Wohnfläche ca. 53 m²,Zi. 2
10,selObject_43426698,***Heike Borchers Immobilien***Gemütliches Heim***Ihr...,"['26,51', 'km', '•', 'Etagenwohnung', '•', 'Erding', 'Erding']",['Balkon'],Miete zzgl. NK 700 €,Wohnfläche ca. 50 m²,Zi. 2
11,selObject_44474521,Aßling - Neubau - Erstbezug,"['26,55', 'km', '•', 'Erdgeschosswohnung', '•', 'Aßling', 'Aßling']",[],Miete zzgl. NK 1.200 €,Wohnfläche ca. 96 m²,Zi. 3
12,selObject_44976686,NEU KAINZ-IMMO.DE - 2 Zi.-Galeriewohnung zur Miete in 8543...,"['26,62', 'km', '•', 'Maisonette', '•', 'Erding', 'Erding']","['NEU', 'NEU']",Miete zzgl. NK 695 €,Wohnfläche ca. 65 m²,Zi. 2
13,selObject_45011028,"NEU Große 3-Zimmer-Wohnung zu vermieten, befristet bis...","['26,69', 'km', '•', 'Wohnung', '•', 'Erding', 'Erding']","['NEU', 'NEU', 'EBK']",Miete zzgl. NK 1.200 €,Wohnfläche ca. 100 m²,Zi. 3
14,selObject_44995164,"NEU Oberding/Schwaig, 3-Zimmerwohnung renoviert","['26,78', 'km', '•', 'Erdgeschosswohnung', '•', 'Oberding', 'Schwaig']","['NEU', 'NEU', 'Garten', 'EBK']",Miete zzgl. NK 790 €,Wohnfläche ca. 72 m²,Zi. 3
15,selObject_44996466,"NEU Erstbezug - Exklusive 2-Zimmer-EG-Wohnung (Whg. Nr. 2,...","['26,8', 'km', '•', 'Etagenwohnung', '•', 'Olching', 'Olching']","['NEU', 'NEU', 'Garten']",Miete zzgl. NK 730 €,Wohnfläche ca. 48 m²,Zi. 2
16,selObject_44638719,Erstbezug - Exklusive 3-Zimmer-OG-Wohnung (Whg. Nr....,"['26,81', 'km', '•', 'Etagenwohnung', '•', 'Olching', 'Olching']","['Balkon', 'EBK']",Miete zzgl. NK 1.830 €,Wohnfläche ca. 111 m²,Zi. 3
17,selObject_44645851,Zentral und absolut ruhig mit wunderschönem Gemeinscha...,"['26,85', 'km', '•', 'Etagenwohnung', '•', 'Eichenau']",['Balkon'],Miete zzgl. NK 1.230 €,Wohnfläche ca. 95 m²,Zi. 3
18,selObject_45011026,NEU Wenige Gehminuten zur S-Bahn und zum Zentrum - 3-Zimme...,"['26,93', 'km', '•', 'Wohnung', '•', 'Erding', 'Erding']","['NEU', 'NEU', 'Balkon', 'EBK']",Miete zzgl. NK 1.050 €,Wohnfläche ca. 85 m²,Zi. 3
19,selObject_45014466,NEU Helle Wohnung mit EBK in Zentrumsnähe,"['27,01', 'km', '•', 'Etagenwohnung', '•', 'Erding', 'Erding']","['NEU', 'NEU', 'EBK']",Miete zzgl. NK 1.050 €,Wohnfläche ca. 83 m²,Zi. 3
20,selObject_44613337,Loft / Wohnen / Büro / Kreative / teilbare Fläche,"['27,15', 'km', '•', 'Loft-Studio-Atelier', '•', 'Berg', 'Mörlbach']",[],Miete zzgl. NK 4.895 €,Wohnfläche ca. 445 m²,Zi. 3
21,selObject_44850025,Außergewöhnliches Wohnen im Grünen / Loft / Desing /...,"['27,15', 'km', '•', 'Dachgeschosswohnung', '•', 'Berg', 'Mörlbach']",[],Miete zzgl. NK 3.150 €,Wohnfläche ca. 210 m²,Zi. 2
22,selObject_44951564,Kurzfristig zu vermieten! 3-Zimmer-Wohnung mit Aussich...,"['27,18', 'km', '•', 'Wohnung', '•', 'Olching', 'Olching']",['Balkon'],Miete zzgl. NK 970 €,Wohnfläche ca. 78 m²,Zi. 3
