,id,title,bullets,tags,price,area,rooms
0,selObject_44495253,Moderne 2-Zimmer Erdgeschosswohnung zur Miete,"['Erdgeschosswohnung', '•', 'München']","['Garten', 'EBK']",Miete zzgl. NK 1.295 €,Wohnfläche ca. 62 m²,Zi. 2
1,selObject_44881928,Möbliert: Sehr schöne möblierte Wohnung in Obergiesing,"['Wohnung', '•', 'München', 'Obergiesing']",['Balkon'],Miete zzgl. NK 1.296 €,Wohnfläche ca. 52 m²,Zi. 2
2,selObject_45002130,NEU Möbliert: Freundliche und ruhige Dachgeschosswohnung,"['Wohnung', '•', 'München', 'Thalk.Obersendl.-Forsten-Fürstenr.-Solln']","['NEU', 'NEU']",Miete zzgl. NK 1.296 €,Wohnfläche ca. 50 m²,Zi. 2
3,selObject_44425001,Hochwertige 2-Zimmer-Wohnung mit Balkon in guter Lage...,"['Etagenwohnung', '•', 'München', 'Maxvorstadt']","['Balkon', 'EBK']",Miete zzgl. NK 1.298 €,Wohnfläche ca. 66 m²,Zi. 2
4,selObject_44781438,"Teilmöblierte 2-Zimmer ETW, S/O Balkon, Unverbaubarer...","['Etagenwohnung', '•', 'München', 'Pasing-Obermenzing']","['Balkon', 'EBK']",Miete zzgl. NK 1.300 €,Wohnfläche ca. 59 m²,Zi. 2
5,selObject_44897377,2-Zimmer-Wohnung in gefragter Lage!,"['Etagenwohnung', '•', 'München', 'Milbertshofen-Am', 'Hart']","['Balkon', 'EBK']",Miete zzgl. NK 1.300 €,Wohnfläche ca. 75 m²,Zi. 2
6,selObject_44915651,Familienfreundliche 3 Zi.-Wohnung mit EBK - viel Grün...,"['Etagenwohnung', '•', 'München', 'Trudering-Riem']","['Balkon', 'EBK']",Miete zzgl. NK 1.300 €,Wohnfläche ca. 65 m²,Zi. 3
7,selObject_44967170,NEU 2-Zi.-Wohnung mit Terrasse,"['Wohnung', '•', 'München', 'Thalk.Obersendl.-Forsten-Fürstenr.-Solln']","['NEU', 'NEU', 'Garten']",Miete zzgl. NK 1.300 €,Wohnfläche ca. 62 m²,Zi. 2
8,selObject_43264522,Lichtdurchflutete 2-Raum-Wohnung in München zu vermiet...,"['Wohnung', '•', 'München', 'Bogenhausen']","['Balkon', 'Garten', 'EBK']",Miete zzgl. NK 1.300 €,Wohnfläche ca. 70 m²,Zi. 2
9,selObject_44978253,"NEU Trudering, wohnen im Grünen - 3 Zi.-Wohnung mit EBK,...","['Etagenwohnung', '•', 'München', 'Trudering-Riem']","['NEU', 'NEU', 'Balkon', 'EBK']",Miete zzgl. NK 1.300 €,Wohnfläche ca. 59 m²,Zi. 3
