,id,title,bullets,tags,price,area,rooms
0,selObject_44965442,NEU 4-Zimmer Wohnung mit Balkon,"['Kein', 'Bild']","['NEU', 'NEU', 'Balkon', 'Garten', 'EBK']",Miete zzgl. NK 1.670 €,Wohnfläche ca. 99 m²,Zi. 4
1,selObject_44999667,NEU 4-Zimmer Wohnung mit Balkon,"['10,74', 'km', '•', 'Wohnung', '•', 'Ismaning', 'Ismaning']","['NEU', 'NEU', 'Balkon', 'Garten', 'EBK']",Miete zzgl. NK 1.890 €,Wohnfläche ca. 110 m²,Zi. 4
2,selObject_44999646,NEU 4-Zimmer Wohnung mit Terrasse,"['10,74', 'km', '•', 'Wohnung', '•', 'Ismaning', 'Ismaning']","['NEU', 'NEU', 'Garten', 'EBK']",Miete zzgl. NK 1.650 €,Wohnfläche ca. 101 m²,Zi. 4
3,selObject_44724107,4-Zimmer Wohnung mit zwei Balkonen,"['10,75', 'km', '•', 'Wohnung', '•', 'Ismaning', 'Ismaning']","['Balkon', 'Garten', 'EBK']",Miete zzgl. NK 2.010 €,Wohnfläche ca. 116 m²,Zi. 4
4,selObject_44724134,2-Zimmer Wohnung mit Balkon,"['10,75', 'km', '•', 'Wohnung', '•', 'Ismaning', 'Ismaning']","['Balkon', 'Garten', 'EBK']",Miete zzgl. NK 960 €,Wohnfläche ca. 47 m²,Zi. 2
5,selObject_44726009,3-Zimmer Dachgeschoss-Wohnung,"['10,75', 'km', '•', 'Wohnung', '•', 'Ismaning', 'Ismaning']","['Garten', 'EBK']",Miete zzgl. NK 1.150 €,Wohnfläche ca. 69 m²,Zi. 3
6,selObject_44999669,NEU 4-Zimmer Wohnung mit zwei Balkonen,"['10,75', 'km', '•', 'Wohnung', '•', 'Ismaning', 'Ismaning']","['NEU', 'NEU', 'Balkon', 'Garten', 'EBK']",Miete zzgl. NK 2.050 €,Wohnfläche ca. 116 m²,Zi. 4
7,selObject_44918472,Großzügige 3-Zimmer-Wohnung in Ismaning,"['10,89', 'km', '•', 'Dachgeschosswohnung', '•', 'Ismaning', 'Ismaning']",['Balkon'],Miete zzgl. NK 1.450 €,Wohnfläche ca. 130 m²,Zi. 3
8,selObject_44797126,Großzügige 4-Zimmer-Dachgeschoßwohnung,"['11', 'km', '•', 'Wohnung', '•', 'Poing', 'Poing']",['EBK'],Miete zzgl. NK 1.595 €,Wohnfläche ca. 118 m²,Zi. 4
9,selObject_44969458,NEU vollmöbliertes 1 Zimmer Apartment in Ismaning bei Münc...,"['11,27', 'km', '•', 'Souterrainwohnung', '•', 'Ismaning', 'Ismaning']","['NEU', 'NEU', 'EBK']",Miete zzgl. NK 485 €,Wohnfläche ca. 21 m²,Zi. 1
10,selObject_44979833,NEU Helle und stilvoll möblierte 2 Zimmerwohnung,"['11,3', 'km', '•', 'Souterrainwohnung', '•', 'Ismaning', 'Ismaning']","['NEU', 'NEU', 'Balkon', 'EBK']",Miete zzgl. NK 1.300 €,Wohnfläche ca. 63 m²,Zi. 2
11,selObject_44789703,"Neu renovierte, perfekt geschnittene 3 Zimmerwohnung...","['11,36', 'km', '•', 'Etagenwohnung', '•', 'Höhenkirchen-Siegertsbrunn', 'Siegertsbrunn']",['EBK'],Miete zzgl. NK 1.320 €,Wohnfläche ca. 78 m²,Zi. 3
12,selObject_44602998,"* NEUBAU/ERSTBZUG - 3 Zimmer, zwei Bäder und großer...","['11,76', 'km', '•', 'Dachgeschosswohnung', '•', 'Höhenkirchen-Siegertsbrunn', 'Höhenkirchen']",['Balkon'],Miete zzgl. NK 1.230 €,Wohnfläche ca. 77 m²,Zi. 3
13,selObject_44866388,"Erstbezug nach Sanierung: Moderne, große 2 ZKB Wohnung...","['11,77', 'km', '•', 'Etagenwohnung', '•', 'Höhenkirchen-Siegertsbrunn', 'Siegertsbrunn']","['Balkon', 'EBK']",Miete zzgl. NK 1.275 €,Wohnfläche ca. 84 m²,Zi. 2
14,selObject_44955758,Erstbezug nach Sanierung: Moderne 3 ZKB DG Wohnung mit...,"['11,77', 'km', '•', 'Dachgeschosswohnung', '•', 'Höhenkirchen-Siegertsbrunn', 'Siegertsbrunn']",['EBK'],Miete zzgl. NK 1.410 €,Wohnfläche ca. 89 m²,Zi. 3
15,selObject_44958231,Höhenkirchen: Traumhafte 3-Zimmer-Wohnung mit 30 m²...,"['11,77', 'km', '•', 'Wohnung', '•', 'Höhenkirchen-Siegertsbrunn', 'Höhenkirchen']",[],Miete zzgl. NK 2.475 €,Wohnfläche ca. 110 m²,Zi. 3
16,selObject_44999542,"NEU NEUBAU 2021, 1.Bezug, schön geschnittene 3-Raum-Wohnun...","['11,77', 'km', '•', 'Wohnung', '•', 'Höhenkirchen-Siegertsbrunn', 'Höhenkirchen']","['NEU', 'NEU', 'Balkon', 'EBK']",Miete zzgl. NK 1.350 €,Wohnfläche ca. 78 m²,Zi. 3
17,selObject_44569448,Möbliert: ADALPERO APARTMENTS | Nördlich von München,"['11,82', 'km', '•', 'Wohnung', '•', 'Ismaning', 'Ismaning']",[],Miete zzgl. NK 760 €,Wohnfläche ca. 28 m²,Zi. 1
18,selObject_44730838,Möbliert: ADALPERO APARTMENTS | Im Norden Münchens,"['11,82', 'km', '•', 'Wohnung', '•', 'Ismaning', 'Ismaning']",[],Miete zzgl. NK 760 €,Wohnfläche ca. 28 m²,Zi. 1
19,selObject_44963661,Möbliert: ADALPERO APARTMENTS | komplett möbliert,"['11,82', 'km', '•', 'Wohnung', '•', 'Ismaning', 'Ismaning']",[],Miete zzgl. NK 720 €,Wohnfläche ca. 28 m²,Zi. 1
20,selObject_44745230,Gut geschnittene 2-Zimmer-Wohnung über den Dächern von...,"['11,87', 'km', '•', 'Etagenwohnung', '•', 'Ismaning', 'Ismaning']","['Balkon', 'EBK']",Miete zzgl. NK 780 €,Wohnfläche ca. 56 m²,Zi. 2
21,selObject_44950994,"Frisch sanierte 3 Zi. Wohnung, 92 qm, in Höhenkirchen-...","['12', 'km', '•', 'Wohnung', '•', 'Höhenkirchen-Siegertsbrunn', 'Siegertsbrunn']",['Balkon'],Miete zzgl. NK 1.288 €,Wohnfläche ca. 92 m²,Zi. 3
22,selObject_44764134,Modernisierte 3-Zimmer-Wohnung inkl. neue Einbauküche...,"['13,03', 'km', '•', 'Wohnung', '•', 'Anzing', 'Anzing']",['EBK'],Miete zzgl. NK 1.170 €,Wohnfläche ca. 103 m²,Zi. 3
