,id,title,bullets,tags,price,area,rooms
0,selObject_44497009,Modernes Apartment mit Terrasse exklusiv NUR für Stude...,"['Erdgeschosswohnung', '•', 'München', 'Schwabing-Freimann']",['EBK'],Miete zzgl. NK 750 €,Wohnfläche ca. 29 m²,Zi. 1
1,selObject_44621870,Möbliertes Apartment für Studenten & Azubis * inkl....,"['Etagenwohnung', '•', 'München', 'Au-Haidhausen']",['EBK'],Miete zzgl. NK 750 €,Wohnfläche ca. 21 m²,Zi. 1
2,selObject_44552114,Schöne helle 1 Zimmer Wohnung am Gasteig,"['Apartment', '•', 'München', 'Au-Haidhausen']",['Balkon'],"Miete zzgl. NK 750,10 €",Wohnfläche ca. 26 m²,Zi. 1
3,selObject_44796057,"""Haidhausen"" Gemütliche 1,5 Zimmer Wohnung mit Ost-Bal...","['Wohnung', '•', 'München', 'Berg', 'am', 'Laim']","['Balkon', 'EBK']",Miete zzgl. NK 759 €,Wohnfläche ca. 43 m²,Zi. 2
4,selObject_44918302,1-Zimmer-Apartment in Schwabing mit Loggia,"['Wohnung', '•', 'München', 'Schwabing-Freimann']","['Garten', 'EBK']",Miete zzgl. NK 760 €,Wohnfläche ca. 44 m²,Zi. 1
5,selObject_44912310,Möbliert: SmartLiving | Neues Serviced Apartment,"['Wohnung', '•', 'München', 'Trudering-Riem']",[],Miete zzgl. NK 760 €,Wohnfläche ca. 15 m²,Zi. 1
6,selObject_44992541,NEU Möbliert: Voll möbliertes Apartment in Schwabing-West,"['Wohnung', '•', 'München', 'Schwabing-West']","['NEU', 'NEU', 'Balkon']",Miete zzgl. NK 760 €,Wohnfläche ca. 30 m²,Zi. 1
7,selObject_44972526,NEU Möbliert: Kleine Stadtwohnung mit Loggia,"['Wohnung', '•', 'München', 'Obergiesing']","['NEU', 'NEU', 'Balkon']",Miete zzgl. NK 760 €,Wohnfläche ca. 27 m²,Zi. 1
8,selObject_44931544,"Möbliert: Neuwertig möbliert, ruhig zum Innenhof geleg...","['Wohnung', '•', 'München', 'Neuhausen-Nymphenburg']",[],Miete zzgl. NK 760 €,Wohnfläche ca. 28 m²,Zi. 1
9,selObject_45002055,"NEU Möbliert: Modernes, voll möbliertes Apartment (Neubau...","['Wohnung', '•', 'München', 'Trudering-Riem']","['NEU', 'NEU', 'Balkon']",Miete zzgl. NK 760 €,Wohnfläche ca. 20 m²,Zi. 1
10,selObject_44928097,"Cityapartment, Nähe Sendlinger Tor - ruhige Lage am...","['Etagenwohnung', '•', 'München', 'Ludwigsvorstadt-Isarvorstadt']",['EBK'],Miete zzgl. NK 760 €,Wohnfläche ca. 25 m²,Zi. 1
11,selObject_41148308,"Möbliert: 1-Zimmer-Wohnung in Solln, südlich von Münch...","['Wohnung', '•', 'München', 'Thalk.Obersendl.-Forsten-Fürstenr.-Solln']",['Balkon'],Miete zzgl. NK 760 €,Wohnfläche ca. 28 m²,Zi. 1
12,selObject_43858677,Möbliertes Studio mit Balkon in Bogenhausen,"['Etagenwohnung', '•', 'München', 'Bogenhausen']","['Balkon', 'EBK']","Miete zzgl. NK 760,50 €",Wohnfläche ca. 33 m²,Zi. 1
13,selObject_44747576,"Neue Wohnung, neues Glück! Tolles 1-Zi.-Single-Appartm...","['Erdgeschosswohnung', '•', 'München', 'Laim']",['Balkon'],"Miete zzgl. NK 762,75 €",Wohnfläche ca. 38 m²,"Zi. 1,5"
14,selObject_44969685,NEU Tolles Apartment in toller Lage Obermenzing mit Einbau...,"['Apartment', '•', 'München', 'Pasing-Obermenzing']","['NEU', 'NEU', 'Balkon', 'Garten', 'EBK']",Miete zzgl. NK 765 €,Wohnfläche ca. 34 m²,Zi. 1
15,selObject_45012725,NEU Nette 2-Zimmer-Wohnung im Herzen Münchens!,"['Etagenwohnung', '•', 'München', 'Ludwigsvorstadt-Isarvorstadt']","['NEU', 'NEU', 'EBK']",Miete zzgl. NK 769 €,Wohnfläche ca. 42 m²,Zi. 2
16,selObject_44958197,Gepflegte 1-Zimmer-Wohnung mit Balkon in Nymphenburg,"['Etagenwohnung', '•', 'München', 'Neuhausen-Nymphenburg']","['Balkon', 'EBK']",Miete zzgl. NK 775 €,Wohnfläche ca. 41 m²,Zi. 1
