,price,area,rooms,ebk,garten,balkon,inkl_NK,category,GEN
360,499.0,28.0,1.0,False,False,False,False,Wohnung,Flensburg
361,610.0,85.0,3.0,True,False,False,False,Wohnung,Neumünster
362,540.0,49.0,2.0,True,False,True,False,Etagenwohnung,Stormarn
363,1200.0,80.0,3.0,True,False,True,False,Etagenwohnung,Segeberg
364,618.0,56.0,2.0,True,False,True,False,Etagenwohnung,Stormarn
365,340.0,35.0,2.0,False,False,False,False,Wohnung,Flensburg
366,830.0,83.0,2.0,True,False,True,False,Etagenwohnung,Pinneberg
367,1250.0,84.0,3.0,True,False,False,False,Penthouse,Kiel
368,600.0,60.0,2.0,True,False,False,False,Wohnung,Stormarn
369,232.17,52.0,2.0,True,False,False,False,Wohnung,Flensburg
370,445.0,54.0,2.0,True,False,False,False,Erdgeschosswohnung,Dithmarschen
371,439.0,49.0,2.0,True,False,False,False,Erdgeschosswohnung,Ostholstein
372,840.0,62.0,2.0,True,False,True,False,Dachgeschosswohnung,Stormarn
373,558.94,74.0,3.0,False,False,False,False,Dachgeschosswohnung,Kiel
374,310.0,38.0,1.5,False,False,False,False,Wohnung,Rendsburg-Eckernförde
375,630.0,90.0,3.0,True,False,False,False,Wohnung,Schleswig-Flensburg
376,519.0,61.0,3.0,False,False,False,False,Etagenwohnung,Neumünster
377,1141.0,109.0,4.0,True,False,True,False,Etagenwohnung,Herzogtum Lauenburg
378,690.0,77.0,3.0,True,False,True,False,Etagenwohnung,Rendsburg-Eckernförde
379,1440.0,144.0,5.0,True,False,True,False,Etagenwohnung,Pinneberg
380,920.0,80.0,2.5,True,True,True,False,Wohnung,Herzogtum Lauenburg
381,317.91,53.0,2.0,True,False,True,False,Erdgeschosswohnung,Herzogtum Lauenburg
382,1200.0,120.0,6.0,True,False,True,False,Etagenwohnung,Pinneberg
383,885.0,68.0,2.0,True,False,True,False,Etagenwohnung,Segeberg
384,454.65,87.0,3.5,True,False,True,False,Wohnung,Rendsburg-Eckernförde
385,590.0,78.0,3.0,False,False,True,False,Etagenwohnung,Kiel
386,475.0,50.0,2.5,False,False,False,False,Erdgeschosswohnung,Herzogtum Lauenburg
387,825.0,70.0,2.5,True,False,False,False,Wohnung,Segeberg
388,583.0,53.0,2.0,True,False,True,False,Wohnung,Pinneberg
389,441.0,42.0,2.0,True,False,False,False,Etagenwohnung,Pinneberg
390,646.0,70.0,2.0,True,True,False,False,Erdgeschosswohnung,Steinburg
391,1400.0,151.0,4.0,True,False,True,False,Dachgeschosswohnung,Neumünster
392,1005.0,106.0,3.0,True,False,False,False,Wohnung,Stormarn
393,371.53,59.0,2.0,True,False,True,False,Erdgeschosswohnung,Steinburg
394,880.0,94.0,2.0,False,True,False,False,Erdgeschosswohnung,Schleswig-Flensburg
395,650.0,84.0,2.5,True,False,True,False,Etagenwohnung,Nordfriesland
396,2000.0,133.0,4.0,True,False,False,False,Etagenwohnung,Rendsburg-Eckernförde
397,549.0,42.0,1.0,False,False,False,False,Etagenwohnung,Pinneberg
398,850.0,48.0,2.0,False,False,False,False,Wohnung,Ostholstein
399,294.0,33.0,1.0,True,False,False,False,Wohnung,Ostholstein
400,780.0,78.0,3.0,True,False,True,False,Etagenwohnung,Pinneberg
401,930.0,100.0,3.0,True,False,True,False,Wohnung,Rendsburg-Eckernförde
402,632.0,76.0,3.5,True,False,True,False,Etagenwohnung,Pinneberg
403,562.0,62.0,2.5,True,False,True,False,Etagenwohnung,Pinneberg
404,1550.0,103.0,3.0,True,True,False,False,Erdgeschosswohnung,Ostholstein
405,405.0,38.0,1.0,True,False,True,False,Etagenwohnung,Pinneberg
406,930.0,116.0,4.0,True,False,True,False,Etagenwohnung,Kiel
407,946.0,86.0,3.5,True,True,True,False,Wohnung,Pinneberg
408,395.0,40.0,2.0,True,False,True,False,Etagenwohnung,Segeberg
409,500.0,67.0,2.0,False,False,False,False,Wohnung,Flensburg
410,545.0,65.0,3.0,True,False,True,False,Etagenwohnung,Steinburg
411,645.0,92.0,4.0,True,False,False,False,Erdgeschosswohnung,Neumünster
412,610.0,64.0,3.0,True,False,False,False,Etagenwohnung,Schleswig-Flensburg
413,780.0,87.0,3.0,True,False,True,False,Etagenwohnung,Schleswig-Flensburg
414,690.0,70.0,2.0,True,True,False,False,Maisonette,Segeberg
415,383.0,40.0,1.0,False,False,True,False,Etagenwohnung,Kiel
416,503.71,70.0,3.0,True,False,True,False,Etagenwohnung,Kiel
417,800.0,88.0,3.0,True,True,False,False,Dachgeschosswohnung,Herzogtum Lauenburg
418,650.0,82.0,3.0,True,False,True,False,Etagenwohnung,Ostholstein
419,390.0,47.0,2.0,False,False,False,False,Wohnung,Flensburg
420,505.0,59.0,2.0,False,False,False,False,Wohnung,Flensburg
421,650.0,65.0,3.0,False,False,False,False,Erdgeschosswohnung,Herzogtum Lauenburg
422,620.0,51.0,2.0,False,False,False,False,Etagenwohnung,Ostholstein
423,890.0,83.0,3.0,False,False,True,False,Etagenwohnung,Ostholstein
424,670.0,74.0,3.0,True,False,True,False,Etagenwohnung,Herzogtum Lauenburg
425,1300.0,93.0,4.0,True,False,True,False,Dachgeschosswohnung,Pinneberg
426,699.0,64.0,2.0,True,False,False,False,Etagenwohnung,Stormarn
427,690.0,69.0,2.0,True,False,True,False,Etagenwohnung,Herzogtum Lauenburg
428,350.0,40.0,2.0,False,False,False,False,Etagenwohnung,Kiel
429,780.0,72.0,3.0,True,False,False,False,Etagenwohnung,Stormarn
430,840.0,122.0,6.0,True,False,False,False,Dachgeschosswohnung,Neumünster
431,800.0,45.0,2.0,False,False,False,True,Erdgeschosswohnung,Ostholstein
432,1000.0,111.0,3.0,True,False,True,False,Wohnung,Kiel
433,660.0,52.0,2.0,True,False,True,False,Wohnung,Segeberg
434,1110.0,90.0,3.0,True,False,False,False,Wohnung,Stormarn
435,930.0,50.0,2.0,True,True,False,True,Erdgeschosswohnung,Plön
436,600.0,105.0,4.0,True,True,True,False,Erdgeschosswohnung,Neumünster
437,400.0,38.0,2.0,True,False,False,False,Apartment,Lübeck
438,605.0,55.0,3.0,True,False,False,False,Apartment,Lübeck
439,1100.0,103.0,3.0,True,False,True,False,Etagenwohnung,Lübeck
440,1350.0,136.0,4.0,True,False,True,False,Etagenwohnung,Segeberg
441,480.0,71.0,2.5,False,False,False,False,Dachgeschosswohnung,Flensburg
442,1074.0,101.0,4.0,True,True,False,False,Erdgeschosswohnung,Stormarn
443,861.0,82.0,2.5,True,False,True,False,Wohnung,Stormarn
444,830.0,58.0,2.0,True,False,True,False,Etagenwohnung,Pinneberg
445,1050.0,76.0,3.0,True,False,True,False,Etagenwohnung,Pinneberg
446,2210.0,260.0,6.0,True,False,False,False,Etagenwohnung,Segeberg
447,1050.0,76.0,3.0,True,False,False,False,Etagenwohnung,Pinneberg
448,350.0,42.0,1.0,False,False,False,False,Wohnung,Flensburg
449,540.0,43.0,2.0,True,False,False,False,Dachgeschosswohnung,Pinneberg
450,788.5,83.0,3.0,True,False,False,False,Erdgeschosswohnung,Neumünster
451,950.0,78.0,2.5,True,False,True,False,Etagenwohnung,Segeberg
452,1842.0,132.0,5.0,True,True,True,False,Wohnung,Stormarn
453,920.0,68.0,2.0,True,False,False,False,Etagenwohnung,Schleswig-Flensburg
454,1045.0,87.0,2.0,True,False,False,False,Etagenwohnung,Schleswig-Flensburg
455,855.0,68.0,2.0,True,False,False,False,Etagenwohnung,Schleswig-Flensburg
456,1055.0,78.0,2.0,True,False,False,False,Etagenwohnung,Schleswig-Flensburg
457,700.0,108.0,3.0,True,False,True,False,Wohnung,Herzogtum Lauenburg
458,1090.0,81.0,2.0,True,False,False,False,Etagenwohnung,Schleswig-Flensburg
459,1060.0,82.0,2.0,True,False,False,False,Etagenwohnung,Schleswig-Flensburg
460,1100.0,83.0,3.0,True,False,True,False,Etagenwohnung,Pinneberg
461,405.0,45.0,2.0,True,False,True,False,Dachgeschosswohnung,Segeberg
462,700.0,91.0,4.0,True,False,False,False,Etagenwohnung,Flensburg
463,400.0,74.0,3.5,False,False,False,False,Apartment,Dithmarschen
464,340.11,60.0,2.0,False,False,True,False,Etagenwohnung,Flensburg
465,440.0,86.0,4.0,False,False,False,False,Apartment,Dithmarschen
466,695.0,56.0,2.0,True,False,True,False,Etagenwohnung,Segeberg
467,340.11,60.0,2.0,False,False,True,False,Etagenwohnung,Flensburg
468,320.0,52.0,3.0,False,False,False,False,Etagenwohnung,Ostholstein
469,780.0,82.0,3.0,True,False,True,False,Wohnung,Segeberg
470,570.0,57.0,2.0,False,False,True,False,Etagenwohnung,Herzogtum Lauenburg
471,580.0,75.0,3.0,False,False,True,False,Etagenwohnung,Kiel
472,303.0,16.0,1.0,False,False,False,False,Wohnung,Flensburg
473,844.0,70.0,3.0,True,False,True,False,Wohnung,Pinneberg
474,475.0,54.0,2.0,False,False,False,False,Dachgeschosswohnung,Segeberg
475,690.0,52.0,1.0,True,False,True,False,Erdgeschosswohnung,Pinneberg
476,1550.0,98.0,4.0,True,False,True,False,Etagenwohnung,Kiel
477,305.0,38.0,2.0,False,False,False,False,Wohnung,Flensburg
478,659.0,91.0,3.5,False,False,False,False,Wohnung,Flensburg
479,1665.0,111.0,3.0,True,False,True,False,Etagenwohnung,Segeberg
480,650.0,60.0,3.0,False,True,False,False,Maisonette,Steinburg
481,600.0,65.0,3.5,False,True,True,False,Etagenwohnung,Herzogtum Lauenburg
482,745.0,116.0,5.0,True,False,True,False,Erdgeschosswohnung,Rendsburg-Eckernförde
483,595.0,65.0,2.0,True,False,False,False,Wohnung,Rendsburg-Eckernförde
484,395.0,41.0,1.0,True,False,True,False,Wohnung,Herzogtum Lauenburg
485,365.0,41.0,2.0,False,False,False,False,Wohnung,Rendsburg-Eckernförde
486,469.0,72.0,3.0,True,False,True,False,Wohnung,Schleswig-Flensburg
487,470.0,50.0,2.0,False,False,True,False,Etagenwohnung,Kiel
488,310.0,44.0,2.0,True,False,False,False,Dachgeschosswohnung,Neumünster
489,225.0,24.0,1.0,False,False,False,False,Apartment,Neumünster
490,885.0,93.0,3.0,True,False,False,False,Etagenwohnung,Pinneberg
491,820.0,83.0,3.0,True,False,True,False,Etagenwohnung,Stormarn
492,468.0,36.0,1.0,False,False,False,False,Erdgeschosswohnung,Neumünster
493,521.0,60.0,3.0,True,False,True,False,Etagenwohnung,Kiel
494,656.0,80.0,3.0,True,False,True,False,Etagenwohnung,Kiel
495,521.0,60.0,2.0,True,False,True,False,Etagenwohnung,Kiel
496,1235.0,97.0,4.0,False,False,True,False,Maisonette,Pinneberg
497,765.82,70.0,2.0,True,False,True,False,Etagenwohnung,Lübeck
498,1575.0,121.0,4.0,True,False,True,False,Etagenwohnung,Herzogtum Lauenburg
499,1100.0,75.0,3.0,True,False,True,False,Etagenwohnung,Herzogtum Lauenburg
500,780.0,60.0,2.0,True,False,True,False,Etagenwohnung,Herzogtum Lauenburg
501,635.0,73.0,3.0,True,False,True,False,Etagenwohnung,Segeberg
502,1150.0,112.0,3.0,True,True,False,False,Wohnung,Neumünster
503,1030.0,78.0,2.0,True,False,True,False,Etagenwohnung,Pinneberg
504,850.0,65.0,2.0,True,False,True,False,Erdgeschosswohnung,Pinneberg
505,540.0,66.0,2.0,False,False,False,False,Etagenwohnung,Pinneberg
506,660.0,66.0,2.5,False,False,False,False,Etagenwohnung,Pinneberg
507,870.0,60.0,2.0,True,False,True,False,Etagenwohnung,Stormarn
508,827.0,75.0,2.0,True,False,True,False,Etagenwohnung,Segeberg
509,570.0,79.0,2.5,False,False,False,False,Dachgeschosswohnung,Flensburg
510,870.0,87.0,3.0,True,False,True,False,Penthouse,Schleswig-Flensburg
511,360.0,29.0,1.0,True,False,False,False,Etagenwohnung,Kiel
512,697.8,58.0,2.0,True,False,False,False,Etagenwohnung,Kiel
513,840.0,91.0,4.0,False,False,False,False,Wohnung,Ostholstein
514,794.0,59.0,2.0,True,False,False,False,Etagenwohnung,Stormarn
515,871.0,67.0,2.5,True,False,True,False,Etagenwohnung,Pinneberg
516,585.0,70.0,3.0,False,False,True,False,Etagenwohnung,Herzogtum Lauenburg
517,470.0,55.0,2.0,False,False,False,False,Erdgeschosswohnung,Herzogtum Lauenburg
518,321.0,19.0,1.0,False,False,False,False,Wohnung,Flensburg
519,604.0,58.0,2.0,True,False,True,False,Wohnung,Pinneberg
520,800.0,95.0,4.0,True,True,True,False,Etagenwohnung,Kiel
521,455.0,55.0,2.0,True,False,False,False,Dachgeschosswohnung,Dithmarschen
522,650.0,84.0,3.0,True,False,False,False,Wohnung,Flensburg
523,1050.0,98.0,3.0,True,False,False,False,Erdgeschosswohnung,Ostholstein
524,1000.0,145.0,6.0,True,True,False,False,Wohnung,Pinneberg
525,1100.0,104.0,2.0,True,False,True,False,Penthouse,Segeberg
526,950.0,79.0,3.0,False,False,True,False,Etagenwohnung,Rendsburg-Eckernförde
527,1278.0,107.0,5.0,True,False,True,False,Etagenwohnung,Herzogtum Lauenburg
528,1050.0,93.0,4.0,True,False,True,False,Etagenwohnung,Segeberg
529,525.0,53.0,1.5,True,False,True,False,Etagenwohnung,Segeberg
530,410.0,49.0,3.0,True,False,False,False,Etagenwohnung,Flensburg
531,560.0,94.0,3.0,False,False,True,False,Wohnung,Flensburg
532,475.0,76.0,2.0,False,False,True,False,Wohnung,Flensburg
533,470.0,74.0,3.0,False,False,False,False,Wohnung,Flensburg
534,455.0,76.0,2.0,False,False,True,False,Wohnung,Flensburg
535,445.0,74.0,3.0,False,False,False,False,Wohnung,Flensburg
536,600.0,52.0,2.0,False,False,False,False,Etagenwohnung,Pinneberg
537,520.0,76.0,2.0,True,False,False,False,Dachgeschosswohnung,Flensburg
538,486.0,66.0,3.0,False,False,False,False,Etagenwohnung,Herzogtum Lauenburg
539,603.5,82.0,4.0,False,False,False,False,Etagenwohnung,Herzogtum Lauenburg
540,630.0,84.0,3.0,True,False,True,False,Etagenwohnung,Kiel
541,434.0,25.0,1.0,False,False,False,False,Wohnung,Flensburg
542,390.0,40.0,1.0,True,True,False,False,Dachgeschosswohnung,Pinneberg
543,1540.0,116.0,4.0,True,False,True,False,Wohnung,Pinneberg
544,785.0,91.0,3.0,True,False,True,False,Etagenwohnung,Segeberg
545,660.0,67.0,3.0,True,False,True,False,Etagenwohnung,Pinneberg
546,449.0,68.0,2.5,False,False,True,False,Wohnung,Rendsburg-Eckernförde
547,309.0,40.0,1.0,False,False,True,False,Wohnung,Rendsburg-Eckernförde
548,250.0,9.0,1.0,True,False,False,False,Etagenwohnung,Kiel
549,375.0,51.0,2.0,True,False,True,False,Wohnung,Kiel
550,640.0,74.0,3.0,True,False,True,False,Etagenwohnung,Segeberg
551,693.0,77.0,3.0,True,False,False,False,Etagenwohnung,Stormarn
552,520.0,61.0,3.0,True,False,False,False,Erdgeschosswohnung,Flensburg
553,630.0,66.0,2.0,False,False,True,False,Etagenwohnung,Pinneberg
554,445.0,56.0,2.0,True,False,False,False,Etagenwohnung,Flensburg
555,462.0,45.0,2.0,False,False,False,False,Dachgeschosswohnung,Stormarn
556,380.0,64.0,3.0,True,False,False,False,Etagenwohnung,Kiel
557,645.0,49.0,2.0,True,False,False,False,Apartment,Segeberg
558,1300.0,120.0,3.5,True,False,True,False,Etagenwohnung,Stormarn
559,545.0,42.0,1.5,True,False,False,False,Etagenwohnung,Segeberg
560,1300.0,74.0,3.0,True,False,True,False,Maisonette,Kiel
561,1230.0,94.0,3.0,True,False,False,False,Wohnung,Kiel
562,480.0,50.0,2.0,True,False,True,False,Etagenwohnung,Schleswig-Flensburg
563,290.0,29.0,1.0,True,False,False,False,Dachgeschosswohnung,Dithmarschen
564,850.0,100.0,4.0,True,False,False,False,Wohnung,Ostholstein
565,1200.0,76.0,2.0,True,False,False,False,Penthouse,Pinneberg
566,725.0,79.0,2.5,True,True,True,False,Dachgeschosswohnung,Stormarn
567,195.0,20.0,1.0,False,False,False,False,Wohnung,Ostholstein
568,888.0,66.0,2.0,True,False,True,False,Wohnung,Stormarn
569,1270.0,96.0,3.0,True,False,True,False,Etagenwohnung,Segeberg
570,1270.0,96.0,3.0,True,False,True,False,Etagenwohnung,Segeberg
571,1190.0,93.0,2.5,True,False,True,False,Wohnung,Ostholstein
572,1165.0,122.0,3.0,True,False,True,False,Wohnung,Lübeck
573,900.0,105.0,4.0,True,False,True,False,Erdgeschosswohnung,Nordfriesland
574,699.0,70.0,2.0,True,False,False,False,Etagenwohnung,Stormarn
575,800.0,91.0,4.0,True,False,False,False,Erdgeschosswohnung,Kiel
576,270.0,29.0,1.0,True,False,False,False,Etagenwohnung,Kiel
577,690.0,92.0,4.0,True,False,False,False,Etagenwohnung,Kiel
578,370.0,30.0,1.0,False,False,True,False,Apartment,Pinneberg
579,458.0,51.0,1.0,True,False,True,False,Dachgeschosswohnung,Segeberg
580,329.0,29.0,1.0,True,False,True,False,Etagenwohnung,Lübeck
581,720.0,59.0,2.0,True,False,False,False,Apartment,Segeberg
582,529.0,64.0,2.0,False,False,False,False,Apartment,Segeberg
583,780.0,104.0,3.0,True,False,False,False,Wohnung,Flensburg
584,798.0,89.0,3.0,True,False,False,False,Erdgeschosswohnung,Neumünster
585,400.0,50.0,2.0,True,False,False,False,Wohnung,Dithmarschen
586,1087.0,129.0,4.0,True,False,False,False,Etagenwohnung,Segeberg
587,637.86,48.0,1.0,False,False,False,False,Erdgeschosswohnung,Segeberg
588,666.0,83.0,3.0,False,False,True,False,Wohnung,Flensburg
589,477.0,53.0,2.5,False,False,True,False,Etagenwohnung,Lübeck
590,431.0,61.0,3.0,True,False,False,False,Etagenwohnung,Kiel
591,499.0,49.0,2.0,False,False,True,False,Etagenwohnung,Lübeck
592,308.0,31.0,1.0,True,False,False,False,Etagenwohnung,Kiel
593,372.0,40.0,2.0,False,False,False,False,Etagenwohnung,Kiel
594,580.0,75.0,3.0,False,False,True,False,Etagenwohnung,Lübeck
595,310.0,28.0,1.0,False,False,False,False,Etagenwohnung,Kiel
596,542.0,64.0,3.5,False,False,True,False,Etagenwohnung,Kiel
597,475.0,55.0,2.0,False,False,False,False,Etagenwohnung,Lübeck
598,570.0,62.0,2.0,False,False,True,False,Etagenwohnung,Kiel
599,760.0,105.0,4.0,False,False,True,False,Etagenwohnung,Kiel
600,417.0,46.0,1.5,False,False,False,False,Etagenwohnung,Kiel
601,500.65,67.0,2.5,False,False,True,False,Etagenwohnung,Kiel
602,375.0,50.0,2.0,False,False,True,False,Erdgeschosswohnung,Herzogtum Lauenburg
603,627.58,53.0,2.0,False,False,True,False,Erdgeschosswohnung,Pinneberg
604,678.27,71.0,2.5,False,False,True,False,Etagenwohnung,Pinneberg
605,572.63,51.0,2.0,True,False,True,False,Erdgeschosswohnung,Pinneberg
606,808.62,105.0,4.0,False,False,True,False,Etagenwohnung,Pinneberg
607,610.0,61.0,2.0,True,False,True,False,Dachgeschosswohnung,Lübeck
608,529.0,47.0,2.0,True,False,True,False,Dachgeschosswohnung,Lübeck
609,389.0,56.0,3.0,False,False,True,False,Wohnung,Rendsburg-Eckernförde
610,474.14,55.0,3.0,True,False,False,False,Dachgeschosswohnung,Schleswig-Flensburg
611,750.0,63.0,3.0,True,False,True,False,Wohnung,Stormarn
612,320.0,28.0,1.0,True,False,False,False,Wohnung,Plön
613,651.0,70.0,2.5,True,False,True,False,Wohnung,Herzogtum Lauenburg
614,600.0,69.0,1.0,True,False,False,False,Erdgeschosswohnung,Ostholstein
615,830.0,83.0,3.0,True,False,True,False,Maisonette,Stormarn
616,580.0,80.0,2.0,True,False,False,False,Wohnung,Dithmarschen
617,950.0,85.0,2.5,True,True,False,False,Etagenwohnung,Flensburg
618,380.0,55.0,1.0,False,False,False,False,Wohnung,Flensburg
619,1036.2,87.0,3.0,True,True,False,False,Erdgeschosswohnung,Segeberg
620,475.0,65.0,3.0,True,True,True,False,Wohnung,Herzogtum Lauenburg
621,420.0,35.0,1.0,False,False,False,True,Wohnung,Pinneberg
622,880.0,100.0,4.0,True,False,False,False,Dachgeschosswohnung,Neumünster
623,750.0,82.0,2.0,True,False,True,False,Etagenwohnung,Pinneberg
624,930.0,86.0,3.0,True,False,True,False,Etagenwohnung,Pinneberg
625,650.0,42.0,1.0,False,False,True,False,Apartment,Lübeck
626,1270.0,103.0,3.0,True,False,True,False,Wohnung,Kiel
627,699.0,75.0,2.0,True,False,True,False,Etagenwohnung,Segeberg
628,531.98,46.0,2.0,True,False,True,False,Wohnung,Stormarn
629,995.0,84.0,3.0,True,False,True,False,Etagenwohnung,Pinneberg
630,395.0,65.0,3.0,True,True,False,False,Erdgeschosswohnung,Flensburg
631,1675.0,112.0,3.0,True,False,True,False,Loft-Studio-Atelier,Kiel
632,650.0,96.0,4.0,False,False,False,False,Wohnung,Flensburg
633,357.0,58.0,2.0,True,False,True,False,Wohnung,Flensburg
634,660.0,88.0,3.0,True,False,False,False,Dachgeschosswohnung,Flensburg
635,290.0,28.0,1.0,False,False,False,False,Etagenwohnung,Herzogtum Lauenburg
636,738.0,68.0,2.0,True,True,False,False,Erdgeschosswohnung,Neumünster
637,805.58,70.0,1.0,True,True,True,False,Apartment,Flensburg
638,430.0,79.0,3.0,True,False,True,False,Etagenwohnung,Segeberg
639,825.0,80.0,3.0,False,False,True,False,Dachgeschosswohnung,Dithmarschen
640,360.0,47.0,1.0,True,False,True,False,Etagenwohnung,Kiel
641,200.0,27.0,1.0,False,False,False,False,Erdgeschosswohnung,Flensburg
642,342.86,57.0,2.0,False,False,True,False,Etagenwohnung,Schleswig-Flensburg
643,542.0,87.0,4.0,True,False,True,False,Wohnung,Schleswig-Flensburg
644,765.0,71.0,2.0,True,False,True,False,Etagenwohnung,Schleswig-Flensburg
645,720.0,72.0,2.0,False,False,False,False,Wohnung,Segeberg
646,490.0,52.0,2.0,True,False,True,False,Erdgeschosswohnung,Rendsburg-Eckernförde
647,592.5,79.0,4.0,True,False,False,False,Wohnung,Schleswig-Flensburg
648,1745.0,349.0,4.0,False,False,False,False,Wohnung,Schleswig-Flensburg
649,247.07,45.0,1.0,False,False,False,False,Wohnung,Schleswig-Flensburg
650,985.0,65.0,2.5,True,False,True,False,Loft-Studio-Atelier,Segeberg
651,566.0,60.0,2.0,True,False,True,False,Etagenwohnung,Pinneberg
652,1020.0,95.0,3.0,True,False,True,False,Etagenwohnung,Kiel
653,765.0,74.0,2.0,True,False,False,False,Erdgeschosswohnung,Segeberg
654,340.0,56.0,3.0,True,True,False,False,Dachgeschosswohnung,Flensburg
655,390.0,56.0,2.0,True,False,True,False,Etagenwohnung,Steinburg
656,499.0,59.0,3.0,True,False,False,False,Etagenwohnung,Segeberg
657,579.47,67.0,2.5,False,False,True,False,Etagenwohnung,Pinneberg
658,450.0,44.0,2.0,True,False,False,False,Dachgeschosswohnung,Segeberg
659,560.0,66.0,2.5,False,False,False,False,Etagenwohnung,Herzogtum Lauenburg
660,605.0,69.0,2.5,True,False,True,False,Wohnung,Pinneberg
661,900.0,93.0,3.0,True,False,True,False,Dachgeschosswohnung,Stormarn
662,490.0,69.0,2.0,True,False,True,False,Erdgeschosswohnung,Flensburg
663,271.57,51.0,2.0,True,False,False,False,Etagenwohnung,Segeberg
664,249.63,47.0,2.0,True,False,False,False,Etagenwohnung,Segeberg
665,929.75,103.0,3.0,True,False,True,False,Wohnung,Segeberg
666,590.0,74.0,2.0,True,False,False,False,Etagenwohnung,Pinneberg
667,1400.0,103.0,3.0,True,False,True,False,Wohnung,Kiel
668,1120.0,83.0,3.0,True,False,True,False,Etagenwohnung,Herzogtum Lauenburg
669,940.0,66.0,2.0,True,False,True,False,Etagenwohnung,Herzogtum Lauenburg
670,1250.0,92.0,4.0,True,False,True,False,Etagenwohnung,Herzogtum Lauenburg
671,1100.0,118.0,4.0,True,False,True,False,Maisonette,Segeberg
672,550.0,55.0,2.0,True,False,True,False,Etagenwohnung,Pinneberg
673,690.0,85.0,4.0,True,True,False,False,Dachgeschosswohnung,Nordfriesland
674,350.0,54.0,3.0,True,False,False,False,Erdgeschosswohnung,Dithmarschen
675,1998.75,125.0,4.0,True,False,True,False,Etagenwohnung,Lübeck
676,2050.0,125.0,4.0,True,False,True,False,Etagenwohnung,Lübeck
677,825.0,85.0,4.0,True,False,True,False,Etagenwohnung,Rendsburg-Eckernförde
678,420.0,59.0,2.0,True,False,False,False,Wohnung,Flensburg
679,460.0,69.0,2.0,True,False,True,False,Wohnung,Flensburg
680,445.0,40.0,2.0,True,False,False,False,Etagenwohnung,Segeberg
681,799.0,85.0,4.0,True,False,True,False,Wohnung,Segeberg
682,870.0,92.0,3.0,False,False,True,False,Maisonette,Pinneberg
683,500.0,55.0,2.0,False,False,True,False,Erdgeschosswohnung,Herzogtum Lauenburg
684,505.7,78.0,3.0,False,False,False,False,Wohnung,Rendsburg-Eckernförde
685,590.0,59.0,2.0,True,False,False,False,Etagenwohnung,Flensburg
686,700.0,70.0,2.0,True,False,False,False,Dachgeschosswohnung,Flensburg
687,590.0,62.0,2.0,True,False,True,False,Etagenwohnung,Pinneberg
688,324.0,20.0,1.0,False,False,False,False,Wohnung,Segeberg
689,594.0,37.0,1.0,False,False,False,False,Wohnung,Segeberg
690,428.0,27.0,1.0,False,False,False,False,Wohnung,Segeberg
691,990.0,76.0,3.0,True,False,True,False,Etagenwohnung,Herzogtum Lauenburg
692,612.65,75.0,2.0,True,False,True,False,Etagenwohnung,Pinneberg
693,600.0,75.0,3.0,True,False,True,False,Etagenwohnung,Flensburg
694,850.0,68.0,2.0,True,False,True,False,Penthouse,Segeberg
695,800.0,57.0,2.0,True,False,True,False,Etagenwohnung,Pinneberg
696,490.0,62.0,3.0,True,False,False,False,Wohnung,Flensburg
697,800.0,58.0,2.0,True,False,True,False,Erdgeschosswohnung,Pinneberg
698,649.0,79.0,3.0,False,False,True,False,Etagenwohnung,Herzogtum Lauenburg
699,1400.0,112.0,4.0,True,False,True,False,Etagenwohnung,Pinneberg
700,855.0,94.0,3.0,True,False,True,False,Etagenwohnung,Flensburg
701,717.0,75.0,3.0,False,False,False,False,Dachgeschosswohnung,Segeberg
702,1180.82,103.0,3.0,True,False,False,False,Dachgeschosswohnung,Stormarn
703,490.0,68.0,2.0,True,False,True,False,Wohnung,Flensburg
704,330.0,48.0,2.0,True,False,True,False,Wohnung,Dithmarschen
705,510.0,48.0,1.5,True,False,True,False,Etagenwohnung,Segeberg
706,450.0,41.0,1.5,True,False,True,False,Wohnung,Segeberg
707,622.0,71.0,3.0,False,False,True,False,Erdgeschosswohnung,Kiel
708,470.0,78.0,3.0,False,False,True,False,Etagenwohnung,Dithmarschen
709,499.0,70.0,3.0,True,False,True,False,Etagenwohnung,Steinburg
710,1086.94,89.0,3.0,True,False,True,False,Wohnung,Pinneberg
711,875.0,85.0,2.0,False,False,True,False,Etagenwohnung,Herzogtum Lauenburg
712,501.0,59.0,3.0,True,False,True,False,Etagenwohnung,Segeberg
713,580.0,68.0,3.0,True,False,True,False,Etagenwohnung,Segeberg
714,569.33,67.0,2.0,True,True,False,False,Etagenwohnung,Stormarn
715,895.0,81.0,3.0,True,False,False,False,Etagenwohnung,Pinneberg
716,420.0,64.0,3.0,True,False,False,False,Wohnung,Dithmarschen
717,385.0,65.0,2.5,True,True,False,False,Wohnung,Dithmarschen
718,650.0,69.0,3.0,True,False,False,False,Etagenwohnung,Segeberg
719,590.0,82.0,3.0,True,False,False,False,Etagenwohnung,Flensburg
720,430.0,78.0,3.5,False,True,False,False,Apartment,Dithmarschen
721,630.0,74.0,3.0,True,False,True,False,Etagenwohnung,Segeberg
722,450.0,67.0,3.0,True,False,True,False,Erdgeschosswohnung,Steinburg
723,1032.0,86.0,3.0,True,False,True,False,Dachgeschosswohnung,Stormarn
