,id,title,bullets,tags,price,area,rooms
0,selObject_44520075,"Möbliert: Schöne, möblierte 3-Zimmer Wohnung in Stockd...","['21,09', 'km', '•', 'Wohnung', '•', 'Stockdorf']",['Balkon'],Miete zzgl. NK 1.440 €,Wohnfläche ca. 78 m²,Zi. 3
1,selObject_44905164,Großzügige 3-Zimmer-Wohnung in Hallbergmoos,"['21,22', 'km', '•', 'Etagenwohnung', '•', 'Hallbergmoos', 'Goldach']","['Balkon', 'EBK']",Miete zzgl. NK 1.225 €,Wohnfläche ca. 97 m²,Zi. 3
2,selObject_44985934,NEU Helle und moderne 3-Zi.-DG-Whg. mit Balkon,"['21,38', 'km', '•', 'Wohnung', '•', 'Pastetten', 'Pastetten']","['NEU', 'NEU', 'Balkon', 'EBK']",Miete zzgl. NK 810 €,Wohnfläche ca. 66 m²,Zi. 3
3,selObject_44981912,NEU großzügige 2-Zimmer-DG-Wohnung m. traumhaftem Ausblick,"['21,38', 'km', '•', 'Wohnung', '•', 'Ebersberg', 'Ebersberg']","['NEU', 'NEU', 'EBK']",Miete zzgl. NK 900 €,Wohnfläche ca. 73 m²,Zi. 2
4,selObject_44962312,RE/MAX Grafing - Perfekt ausgestattete 2-Zimmer-Wohnun...,"['21,79', 'km', '•', 'Etagenwohnung', '•', 'Ebersberg', 'Ebersberg']","['Balkon', 'EBK']",Miete zzgl. NK 760 €,Wohnfläche ca. 60 m²,Zi. 2
5,selObject_44999536,NEU Wohnung in Grafing,"['22,19', 'km', '•', 'Etagenwohnung', '•', 'Grafing', 'Grafing']","['NEU', 'NEU', 'Balkon', 'EBK']",Miete zzgl. NK 840 €,Wohnfläche ca. 65 m²,Zi. 2
6,selObject_44701637,MODERNES WOHNEN IN GRAFING!,"['22,21', 'km', '•', 'Wohnung', '•', 'Grafing', 'Grafing']","['Garten', 'EBK']",Miete zzgl. NK 1.110 €,Wohnfläche ca. 74 m²,Zi. 2
7,selObject_44701634,EINZIEHEN UND SICH WOHLFÜHLEN!,"['22,21', 'km', '•', 'Wohnung', '•', 'Grafing', 'Grafing']",[],Miete zzgl. NK 1.160 €,Wohnfläche ca. 83 m²,Zi. 3
8,selObject_44953705,"Hier wurde sehr nach(haltig)gedacht, in die Zukunft...","['22,3', 'km', '•', 'Dachgeschosswohnung', '•', 'Germering', 'Harthaus']","['Balkon', 'Garten']",Miete zzgl. NK 1.460 €,Wohnfläche ca. 81 m²,Zi. 3
9,selObject_44953808,"Traumhaft! Traumwohnung, nach(haltig)gedacht, in die...","['22,3', 'km', '•', 'Dachgeschosswohnung', '•', 'Germering', 'Harthaus']",['Garten'],Miete zzgl. NK 1.950 €,Wohnfläche ca. 105 m²,Zi. 4
