,id,title,bullets,tags,price,area,rooms
0,selObject_44547692,3-Zi-Neubau-DG -Wohnung in Markt Schwaben,"['15,01', 'km', '•', 'Etagenwohnung', '•', 'Markt', 'Schwaben']","['Balkon', 'EBK']",Miete zzgl. NK 1.225 €,Wohnfläche ca. 78 m²,Zi. 3
1,selObject_44850138,"Exklusive 2,5-Zimmer-Wohnung mit Balkon in Dürrnhaar","['15,37', 'km', '•', 'Wohnung', '•', 'Aying', 'Aying']","['Balkon', 'Garten', 'EBK']",Miete zzgl. NK 1.080 €,Wohnfläche ca. 66 m²,"Zi. 2,5"
2,selObject_44862801,+++3-Zimmer EG-Wohnung im Herzen Markt Schwabens+++,"['15,59', 'km', '•', 'Erdgeschosswohnung', '•', 'Markt', 'Schwaben']","['Balkon', 'EBK']",Miete zzgl. NK 990 €,Wohnfläche ca. 68 m²,Zi. 3
3,selObject_44952099,"4,5-Zi.-Wohnung barrierefrei, auch WG oder für Büros...","['16,14', 'km', '•', 'Wohnung', '•', 'Sauerlach', 'Sauerlach']",['EBK'],Miete zzgl. NK 1.400 €,Wohnfläche ca. 98 m²,"Zi. 4,5"
4,selObject_44922553,Zwei Zimmer in Neuried mit Terrasse!,"['16,44', 'km', '•', 'Souterrainwohnung', '•', 'Neuried']",[],Miete zzgl. NK 1.130 €,Wohnfläche ca. 84 m²,Zi. 2
5,selObject_44981906,NEU 2-Zimmer-Wohnung mit Terrasse und Gartennutzung *befri...,"['Kein', 'Bild']","['NEU', 'NEU', 'Garten', 'EBK']",Miete zzgl. NK 850 €,Wohnfläche ca. 58 m²,Zi. 2
6,selObject_44774061,Betreutes Wohnen in Grüner Lage!,"['16,55', 'km', '•', 'Wohnung', '•', 'Neuried']","['Balkon', 'EBK']",Miete zzgl. NK 1.550 €,Wohnfläche ca. 95 m²,Zi. 3
7,selObject_44998941,NEU Möbliertes 1-Zimmer-Apartment im Zentrum in Sauerlach...,"['16,65', 'km', '•', 'Apartment', '•', 'Sauerlach', 'Sauerlach']","['NEU', 'NEU', 'EBK']",Miete zzgl. NK 730 €,Wohnfläche ca. 24 m²,Zi. 1
8,selObject_44892929,FREI ab sofort nähe LMU IZB und Max-Plank-Institute,"['17,16', 'km', '•', 'Apartment', '•', 'Planegg', 'Martinsried']","['Balkon', 'Garten', 'EBK']",Miete zzgl. NK 550 €,Wohnfläche ca. 25 m²,Zi. 1
9,selObject_44143109,3 Zimmer Wohnung im Münchner Norden,"['17,21', 'km', '•', 'Wohnung', '•', 'Unterschleißheim', 'Lohhof']",['Balkon'],Miete zzgl. NK 1.300 €,Wohnfläche ca. 86 m²,Zi. 3
10,selObject_44752340,"Super Wohnung - auch für WG!. Mit 2 Bädern, 2 Dachterr...","['17,22', 'km', '•', 'Etagenwohnung', '•', 'Neuried']","['Balkon', 'EBK']",Miete zzgl. NK 2.600 €,Wohnfläche ca. 136 m²,Zi. 6
11,selObject_44979909,NEU Attraktive 4-Zimmer-Wohnung mit zwei Balkonen,"['17,77', 'km', '•', 'Etagenwohnung', '•', 'Oberschleißheim', 'Badersfeld']","['NEU', 'NEU', 'Balkon', 'EBK']",Miete zzgl. NK 1.590 €,Wohnfläche ca. 98 m²,Zi. 4
12,selObject_44485839,Möbliertes 1 Zimmer Appartement in München- Oberschlei...,"['17,8', 'km', '•', 'Apartment', '•', 'Oberschleißheim', 'Oberschleißheim']","['Balkon', 'EBK']",Miete inkl. NK 900 €,Wohnfläche ca. 31 m²,Zi. 1
13,selObject_44957993,2-Zimmer-Wohnung mit West-Balkon in Oberschleißhei,"['17,8', 'km', '•', 'Wohnung', '•', 'Oberschleißheim', 'Oberschleißheim']","['Balkon', 'EBK']",Miete zzgl. NK 950 €,Wohnfläche ca. 52 m²,Zi. 2
14,selObject_44981885,NEU Möbliert: Lichtdurchflutetes Apartment,"['17,8', 'km', '•', 'Wohnung', '•', 'Oberschleißheim', 'Oberschleißheim']","['NEU', 'NEU', 'Balkon']",Miete zzgl. NK 760 €,Wohnfläche ca. 32 m²,Zi. 1
15,selObject_45010888,NEU Moosach bei Grafing - Wohnung mit großem Balkon im 1....,"['17,85', 'km', '•', 'Wohnung', '•', 'Moosach', 'Moosach']","['NEU', 'NEU', 'Balkon', 'EBK']",Miete zzgl. NK 850 €,Wohnfläche ca. 63 m²,"Zi. 2,5"
16,selObject_44965971,NEU Helle und freundliche 2-Zimmer-Wohnung mit Balkon und...,"['17,9', 'km', '•', 'Apartment', '•', 'Oberbiberg']","['NEU', 'NEU', 'Balkon', 'Garten', 'EBK']",Miete zzgl. NK 950 €,Wohnfläche ca. 68 m²,Zi. 2
17,selObject_45005459,"NEU 1,5-Zimmer-Maisonette-Wohnung mit Balkon in Aying voll...","['17,94', 'km', '•', 'Maisonette', '•', 'Aying', 'Dürrnhaar']","['NEU', 'NEU', 'Balkon', 'EBK']",Miete inkl. NK 1.350 €,Wohnfläche ca. 75 m²,"Zi. 1,5"
18,selObject_44957888,"Wunderschöne 2,5 Zimmer -Dachterrassenwohnung an ruhig...","['18,15', 'km', '•', 'Dachgeschosswohnung', '•', 'Unterschleißheim', 'Hollern']",['EBK'],Miete zzgl. NK 1.290 €,Wohnfläche ca. 70 m²,"Zi. 2,5"
19,selObject_44381467,Möbliert: Apartment mit Schwimmbad in der Wohnanlage,"['18,36', 'km', '•', 'Wohnung', '•', 'Unterschleißheim', 'Lohhof']",['Balkon'],Miete zzgl. NK 952 €,Wohnfläche ca. 31 m²,"Zi. 1,5"
20,selObject_44438531,Münchner Immobilien MUC Unterschleißheim- Wunderschöne...,"['18,39', 'km', '•', 'Etagenwohnung', '•', 'Unterschleißheim', 'Lohhof']",['EBK'],Miete zzgl. NK 800 €,Wohnfläche ca. 48 m²,Zi. 2
21,selObject_45009821,"NEU *Erstbezug* Möblierte, ruhig gelegene 1-Zim.-Whg. mit...","['18,53', 'km', '•', 'Erdgeschosswohnung', '•', 'Unterschleißheim', 'Lohhof']","['NEU', 'NEU', 'Garten', 'EBK']",Miete zzgl. NK 1.090 €,Wohnfläche ca. 41 m²,Zi. 1
22,selObject_44979558,NEU Voll möblierte 2-Zimmer-Wohnung mit sonnigem Balkon in...,"['18,63', 'km', '•', 'Wohnung', '•', 'Unterschleißheim', 'Lohhof']","['NEU', 'NEU', 'Balkon', 'EBK']",Miete zzgl. NK 800 €,Wohnfläche ca. 55 m²,Zi. 2
