,id,title,bullets,tags,price,area,rooms,page,state
0,selObject_44968931,BEIL BAUGESELLSCHAFT: 3-Zimmer-Wohnung in bester Innen...,"[['Etagenwohnung', '•', 'Ansbach', 'Ansbach']]",[],Miete zzgl. NK 600 €,Wohnfläche ca. 83 m²,Zi. 3,75,9
1,selObject_44968825,Große Wohnung in ruhiger Lage mit Garten und Terrasse,"[['Wohnung', '•', 'Zell']]","['Balkon', 'Garten']",Miete zzgl. NK 1.350 €,Wohnfläche ca. 135 m²,Zi. 4,75,9
2,selObject_44968810,Möblierte Wohnung in Würzburg/Versbach mit Balkon,"[['Wohnung', '•', 'Würzburg', 'Versbach']]","['Balkon', 'EBK']",Miete zzgl. NK 895 €,Wohnfläche ca. 50 m²,Zi. 2,75,9
3,selObject_44968768,Erstbezug nach Komplettsanierung - Tolle Dachwohnung...,"[['Etagenwohnung', '•', 'Nürnberg', 'Maxfeld']]",['Balkon'],Miete zzgl. NK 595 €,Wohnfläche ca. 60 m²,Zi. 2,75,9
4,selObject_44968752,3-Zimmer-Terrassenwohnung zum Erstbezug,"[['Erdgeschosswohnung', '•', 'Regensburg', 'Großprüfening-Dechbetten-Königswiesen']]",['Garten'],Miete zzgl. NK 1.185 €,Wohnfläche ca. 85 m²,Zi. 3,75,9
5,selObject_44968727,2-Zimmer-Wohnung im modernen Stil zum Erstbezug,"[['Wohnung', '•', 'Regensburg', 'Großprüfening-Dechbetten-Königswiesen']]","['Balkon', 'Garten']",Miete zzgl. NK 1.010 €,Wohnfläche ca. 68 m²,Zi. 2,75,9
6,selObject_44968703,Zum Erstbezug: 3-Zimmer-Wohnung mit Terrasse,"[['Erdgeschosswohnung', '•', 'Regensburg', 'Großprüfening-Dechbetten-Königswiesen']]",['Garten'],Miete zzgl. NK 1.185 €,Wohnfläche ca. 82 m²,Zi. 3,75,9
7,selObject_44968671,Nur noch einziehen! Sanierte 2 Zimmer-Wohnung in guter...,"[['Etagenwohnung', '•', 'Nürnberg', 'Nordostbahnhof']]",['EBK'],Miete zzgl. NK 660 €,Wohnfläche ca. 55 m²,Zi. 2,75,9
8,selObject_44968656,Große 2-Zimmer-Wohnung mit Balkon und Loggia,"[['Dachgeschosswohnung', '•', 'Regensburg', 'Innenstadt']]","['Balkon', 'Garten', 'EBK']",Miete zzgl. NK 1.110 €,Wohnfläche ca. 68 m²,Zi. 2,75,9
9,selObject_44968653,Traumhafte 2-Zimmer-Wohnung an der Papstwiese!,"[['Etagenwohnung', '•', 'Regensburg', 'Brandlberg-Keilberg']]","['Balkon', 'EBK']",Miete zzgl. NK 755 €,Wohnfläche ca. 56 m²,Zi. 2,75,9
10,selObject_44968652,3-Zimmer-Wohnung mit Garten für gehobene Ansprüche,"[['Wohnung', '•', 'Haßfurt', 'Haßfurt']]","['Garten', 'EBK']",Miete zzgl. NK 940 €,Wohnfläche ca. 97 m²,Zi. 3,75,9
11,selObject_44968642,"Exklusives, hochwertiges Penthouse für höchste Ansprüc...","[['Penthouse', '•', 'Vaterstetten']]",[],Miete zzgl. NK 1.650 €,Wohnfläche ca. 95 m²,Zi. 3,75,9
12,selObject_44968618,Großzügiges Wohnen mit Terrasse und Garten - 2 Zi. in...,"[['Wohnung', '•', 'München', 'Pasing-Obermenzing']]","['Garten', 'EBK']",Miete zzgl. NK 1.150 €,Wohnfläche ca. 50 m²,Zi. 2,75,9
