,id,title,bullets,tags,price,area,rooms,page,state
0,selObject_45031772,NEU Zwickau NEU TOP 4 Raum Wohnung im DG - hochwertig sani...,"[['Dachgeschosswohnung', '•', 'Zwickau', 'Bahnhofsvorstadt']]","['NEU', 'NEU', 'Garten']",Miete zzgl. NK 455 €,Wohnfläche ca. 83 m²,Zi. 4,18,14
1,selObject_45031535,NEU Attraktive 3-Zimmer-Wohnung,"[['Wohnung', '•', 'Leipzig', 'Zentrum-Nordwest']]","['NEU', 'NEU', 'Balkon']",Miete zzgl. NK 550 €,Wohnfläche ca. 78 m²,Zi. 3,18,14
2,selObject_45031510,NEU !Mittendrin statt nur dabei! - [Neustadt] Großzügige...,"[['Etagenwohnung', '•', 'Dresden', 'Äußere', 'Neustadt']]","['NEU', 'NEU']",Miete zzgl. NK 410 €,Wohnfläche ca. 40 m²,Zi. 1,18,14
3,selObject_45031503,NEU Schicke und moderne Wohnung in Venusberg!!,"[['Etagenwohnung', '•', 'Drebach', 'Venusberg', 'Spinnerei']]","['NEU', 'NEU', 'Garten', 'EBK']",Miete zzgl. NK 240 €,Wohnfläche ca. 40 m²,Zi. 2,18,14
4,selObject_45031393,NEU DREIRAUMWOHNUNG UNTERM DACH MIT BALKON UND CARPORT,"[['Dachgeschosswohnung', '•', 'Pirna', 'Pirna']]","['NEU', 'NEU', 'Balkon']",Miete zzgl. NK 930 €,Wohnfläche ca. 116 m²,Zi. 3,18,14
5,selObject_45031389,NEU Exklusive Einliegerwohnung im Grünen!,"[['Wohnung', '•', 'Röhrsdorf']]","['NEU', 'NEU', 'EBK']","Miete zzgl. NK 824,50 €",Wohnfläche ca. 97 m²,Zi. 3,18,14
6,selObject_45031388,NEU ** kleinstrehlen | Erstbezug | großzügige Terrasse |...,"[['Erdgeschosswohnung', '•', 'Dresden', 'Strehlen']]","['NEU', 'NEU']","Miete zzgl. NK 1.213,37 €",Wohnfläche ca. 106 m²,Zi. 4,18,14
7,selObject_45031387,NEU ** kleinstrehlen | Erstbezug | Fußbodenheizung | großz...,"[['Erdgeschosswohnung', '•', 'Dresden', 'Strehlen']]","['NEU', 'NEU']","Miete zzgl. NK 1.213,25 €",Wohnfläche ca. 106 m²,Zi. 4,18,14
8,selObject_45031385,NEU ** kleinstrehlen | Erstbezug | 2 Balkone | Fußbodenhei...,"[['Etagenwohnung', '•', 'Dresden', 'Strehlen']]","['NEU', 'NEU', 'Balkon']","Miete zzgl. NK 1.172,64 €",Wohnfläche ca. 98 m²,Zi. 4,18,14
9,selObject_45031384,NEU ** kleinstrehlen | Erstbezug | 2 Balkone | Fußbodenhei...,"[['Etagenwohnung', '•', 'Dresden', 'Strehlen']]","['NEU', 'NEU', 'Balkon']","Miete zzgl. NK 1.147,59 €",Wohnfläche ca. 100 m²,Zi. 4,18,14
10,selObject_45031382,NEU ** kleinstrehlen | Erstbezug | Fußbodenheizung | 2...,"[['Etagenwohnung', '•', 'Dresden', 'Strehlen']]","['NEU', 'NEU', 'Balkon']","Miete zzgl. NK 1.147,70 €",Wohnfläche ca. 100 m²,Zi. 4,18,14
11,selObject_45031379,NEU ** kleinstrehlen | Erstbezug | Tageslichtbad | Balkon...,"[['Etagenwohnung', '•', 'Dresden', 'Strehlen']]","['NEU', 'NEU', 'Balkon']","Miete zzgl. NK 1.284,75 €",Wohnfläche ca. 103 m²,Zi. 4,18,14
12,selObject_45031376,NEU ** kleinstrehlen | Erstbezug | großzügiger Balkon |...,"[['Etagenwohnung', '•', 'Dresden', 'Strehlen']]","['NEU', 'NEU', 'Balkon']","Miete zzgl. NK 1.242,78 €",Wohnfläche ca. 105 m²,Zi. 4,18,14
13,selObject_45031374,NEU ** Tolle 2-RW im Zentrum-Ost | Parkett | Fußbodenheizu...,"[['Etagenwohnung', '•', 'Leipzig', 'Zentrum-Ost']]","['NEU', 'NEU']","Miete zzgl. NK 657,51 €",Wohnfläche ca. 63 m²,Zi. 2,18,14
14,selObject_45031373,NEU ** kleinstrehlen | Erstbezug | Fußbodenheizung | Balko...,"[['Etagenwohnung', '•', 'Dresden', 'Strehlen']]","['NEU', 'NEU', 'Balkon']","Miete zzgl. NK 1.182,09 €",Wohnfläche ca. 103 m²,Zi. 4,18,14
15,selObject_45031173,"NEU Balkon oder Garten? - Sie haben die Wahl, Erstbezug...","[['Etagenwohnung', '•', 'Chemnitz', 'Gablenz']]","['NEU', 'NEU', 'Balkon', 'Garten', 'EBK']",Miete zzgl. NK 184 €,Wohnfläche ca. 37 m²,Zi. 1,18,14
16,selObject_45031043,NEU Dreiraumwohnung in Lauter-Bernsbach,"[['Erdgeschosswohnung', '•', 'Lauter-Bernsbach', 'Bernsbach']]","['NEU', 'NEU', 'Balkon']","Miete zzgl. NK 400,40 €",Wohnfläche ca. 80 m²,Zi. 3,18,14
17,selObject_45031011,NEU Renovierte 2-Raum-Wohnung in verkehrsberuhigter Lage...,"[['Erdgeschosswohnung', '•', 'Chemnitz', 'Schloßchemnitz']]","['NEU', 'NEU', 'Garten', 'EBK']",Miete zzgl. NK 295 €,Wohnfläche ca. 56 m²,Zi. 2,18,14
18,selObject_45030996,NEU 2 Zimmer I Wohnung I Parkett I modernes Badezimmer I...,"[['Etagenwohnung', '•', 'Leipzig', 'Leutzsch']]","['NEU', 'NEU', 'Balkon', 'Garten']","Miete zzgl. NK 402,50 €",Wohnfläche ca. 45 m²,Zi. 2,18,14
19,selObject_45030950,NEU 2-Raum-Wohnung mit Balkon!,"[['Etagenwohnung', '•', 'Chemnitz', 'Gablenz']]","['NEU', 'NEU', 'Balkon', 'Garten']",Miete zzgl. NK 280 €,Wohnfläche ca. 61 m²,Zi. 2,18,14
20,selObject_45030936,NEU ***Wohnen am Stadtpark in Top Lage - Zentrumnah***,"[['Etagenwohnung', '•', 'Thalheim']]","['NEU', 'NEU']",Miete zzgl. NK 190 €,Wohnfläche ca. 35 m²,Zi. 1,18,14
21,selObject_45030935,NEU *** Helle 3 Zi- Wohnung / Tageslichtbad / Tiefgaragens...,"[['Etagenwohnung', '•', 'Thalheim']]","['NEU', 'NEU']",Miete zzgl. NK 400 €,Wohnfläche ca. 70 m²,Zi. 3,18,14
22,selObject_45030934,NEU 1- Zi.Wohnung mit Balkon/ Tageslichtbad mit Wanne/Fens...,"[['Etagenwohnung', '•', 'Gornsdorf']]","['NEU', 'NEU', 'Balkon']",Miete zzgl. NK 171 €,Wohnfläche ca. 46 m²,Zi. 1,18,14
23,selObject_45030933,NEU **** Großzügige 4 Zimmer Erdgeschoß Terrassenwohnung...,"[['Erdgeschosswohnung', '•', 'Chemnitz', 'Schloßchemnitz']]","['NEU', 'NEU', 'Garten']",Miete zzgl. NK 750 €,Wohnfläche ca. 107 m²,Zi. 4,18,14
24,selObject_45030931,NEU Oberwiesenthal/Aussichtstraum/600 Euro Umzugsprämie!!/...,"[['Etagenwohnung', '•', 'Kurort', 'Oberwiesenthal', 'Oberwiesenthal']]","['NEU', 'NEU', 'Balkon', 'EBK']",Miete zzgl. NK 300 €,Wohnfläche ca. 61 m²,Zi. 3,18,14
25,selObject_45030930,"NEU schöne helle 2 Raum Wohnung mit Südbalkon,Keller- Troc...","[['Etagenwohnung', '•', 'Gornsdorf']]","['NEU', 'NEU', 'Balkon']",Miete zzgl. NK 320 €,Wohnfläche ca. 57 m²,Zi. 2,18,14
26,selObject_45030929,NEU 2- Zi.Wohnung mit Einbauküche/ Tageslichtbad mit Wann...,"[['Etagenwohnung', '•', 'Gornsdorf']]","['NEU', 'NEU']",Miete zzgl. NK 251 €,Wohnfläche ca. 68 m²,Zi. 2,18,14
