,id,title,bullets,tags,price,area,rooms,page,state
0,selObject_16511697,Bequem und großzügig im Erdgeschoss!,"['Erdgeschosswohnung', '•', 'Limbach-Oberfrohna', 'Limbach-Oberfrohna']",['Balkon'],Miete zzgl. NK 280 €,Wohnfläche ca. 51 m²,Zi. 2,459,14
1,selObject_7928542,2-Zi. Wohnung in saniertem Gründerzeithaus * günstige...,"['Wohnung', '•', 'Görlitz', 'Innenstadt']","['Garten', 'EBK']",Miete zzgl. NK 300 €,Wohnfläche ca. 58 m²,Zi. 2,459,14
2,selObject_16156826,Großzügige Etagenwohnung in der Beletage im Zentrum...,"['Etagenwohnung', '•', 'Annaberg-Buchholz', 'Annaberg']","['Balkon', 'Garten']",Miete zzgl. NK 699 €,Wohnfläche ca. 141 m²,Zi. 5,459,14
3,selObject_16152853,"Helle, geräumige Wohnung bequem im Erdgeschoss!","['Erdgeschosswohnung', '•', 'Limbach-Oberfrohna', 'Limbach-Oberfrohna']",[],Miete zzgl. NK 395 €,Wohnfläche ca. 79 m²,Zi. 3,459,14
4,selObject_16031261,Neues Heim zum Wohlfühlen wartet auf Sie!,"['Wohnung', '•', 'Limbach-Oberfrohna', 'Limbach-Oberfrohna']",['Balkon'],Miete zzgl. NK 250 €,Wohnfläche ca. 49 m²,Zi. 2,459,14
5,selObject_16031257,Kleine Wohnung mit Aufzug und Balkon!,"['Wohnung', '•', 'Limbach-Oberfrohna', 'Limbach-Oberfrohna']",['Balkon'],Miete zzgl. NK 235 €,Wohnfläche ca. 34 m²,Zi. 1,459,14
6,selObject_15972794,Schicke Wohnung unterm Dach!,"['Wohnung', '•', 'Limbach-Oberfrohna', 'Limbach-Oberfrohna']",[],Miete zzgl. NK 345 €,Wohnfläche ca. 69 m²,Zi. 3,459,14
7,selObject_15697682,"2 -RWE im Mansardgeschoss mit Windbergblick, Dresdner...","['Wohnung', '•', 'Freital', 'Freital']","['Balkon', 'Garten']","Miete zzgl. NK 342,04 €",Wohnfläche ca. 63 m²,Zi. 2,459,14
8,selObject_15331694,Wohnen am Tor zum Lausitzer Seenland,"['Wohnung', '•', 'Laubusch']",[],Miete zzgl. NK 156 €,Wohnfläche ca. 31 m²,Zi. 1,459,14
9,selObject_14765857,"preiswerte 3-Zimmer-Wohnung im 2.OG, Mickten, Erstbezu...","['Etagenwohnung', '•', 'Dresden', 'Mickten']",[],Miete zzgl. NK 460 €,Wohnfläche ca. 63 m²,Zi. 3,459,14
10,selObject_14266526,solide Familienwohnung mit Balkon,"['Etagenwohnung', '•', 'Leipzig', 'Sellerhausen-Stünz']","['Balkon', 'Garten']",Miete zzgl. NK 483 €,Wohnfläche ca. 73 m²,Zi. 3,459,14
11,selObject_13986598,Neu renovierte 3-Zimmer-Wohnung bei uns für Ihre ganze...,"['Etagenwohnung', '•', 'Dresden', 'Prohlis-Süd']",['Balkon'],Miete zzgl. NK 393 €,Wohnfläche ca. 79 m²,Zi. 3,459,14
12,selObject_7256419,"attraktive, kleine Maisonettewohnung in ruhiger Wohnl...","['Wohnung', '•', 'Chemnitz', 'Altendorf']","['Garten', 'EBK']",Miete zzgl. NK 270 €,Wohnfläche ca. 49 m²,Zi. 2,459,14
13,selObject_13272450,Grundschule & Gymnasium direkt vorm Haus,"['Etagenwohnung', '•', 'Chemnitz', 'Bernsdorf']",[],"Miete zzgl. NK 355,37 €",Wohnfläche ca. 70 m²,Zi. 3,459,14
14,selObject_13118078,Sonnige Balkonwohnung in ruhiger Lage,"['Etagenwohnung', '•', 'Chemnitz', 'Yorckgebiet']",[],"Miete zzgl. NK 133,86 €",Wohnfläche ca. 31 m²,Zi. 1,459,14
15,selObject_5642894,"Argumente die überzeugen: Südbalkon, Citynah, Ausblick...","['Wohnung', '•', 'Chemnitz', 'Yorckgebiet']","['Balkon', 'Garten']",Miete zzgl. NK 317 €,Wohnfläche ca. 63 m²,Zi. 3,459,14
16,selObject_11737054,Hübsche 1 R Wohnung mit Balkon und EBK,"['Wohnung', '•', 'Wurzen', 'Wurzen']","['Balkon', 'EBK']",Miete zzgl. NK 185 €,Wohnfläche ca. 35 m²,Zi. 1,459,14
17,selObject_11279787,Geräumige 4-Zimmerwohnung mit Wohnküche in Königsbrück...,"['Etagenwohnung', '•', 'Königsbrück', 'Königsbrück']",['EBK'],Miete zzgl. NK 625 €,Wohnfläche ca. 101 m²,Zi. 4,459,14
18,selObject_10834128,gemütliche 3-Zimmerwohnung mit Balkon in Lindenau Leip...,"['Etagenwohnung', '•', 'Leipzig', 'Altlindenau']",['Balkon'],Miete zzgl. NK 390 €,Wohnfläche ca. 58 m²,Zi. 3,459,14
19,selObject_10571771,Exklusive Dachgeschoss- Wohnung in Trachau,"['Dachgeschosswohnung', '•', 'Dresden', 'Pieschen-Nord/Trachenberge']",['EBK'],Miete zzgl. NK 430 €,Wohnfläche ca. 65 m²,Zi. 2,459,14
20,selObject_10556678,Meine gemütliche Dachgeschosswohnung!,"['Dachgeschosswohnung', '•', 'Frankenberg', 'Frankenberg']",[],Miete zzgl. NK 290 €,Wohnfläche ca. 61 m²,Zi. 3,459,14
